,fight,winner,odds_w,loser,odds_l
2312,Leslie Smith vs Jessica Eye,Jessica-Eye,1.43,Leslie-Smith,3.13
2313,Gabriel Benitez vs Humberto Brown Morrison,Gabriel-Benitez,1.3,Humberto-Brown-Morrison,4.17
2314,Enrique Briones vs Guido Cannetti,Enrique-Briones,1.89,Guido-Cannetti,2.04
2315,Marco Beltran vs Marlon Vera,Marco-Beltran,3.33,Marlon-Vera,1.39
2316,Mauricio Rua vs Ovince St Preux,Ovince-St-Preux,2.7,Mauricio-Rua,1.54
2317,Warlley Alves vs Alan Jouban,Warlley-Alves,1.45,Alan-Jouban,3.03
2318,Claudio Silva vs Leon Edwards,Claudio-Silva,2.63,Leon-Edwards,1.54
2319,Dhiego Lima vs Jorge Antonio Cezario de Oliveira,Dhiego-Lima,1.32,Jorge-Antonio-Cezario-de-Oliveira,3.7
2320,Juliana Lima vs Nina Ansaroff,Juliana-Lima,2.38,Nina-Ansaroff,1.69
2321,Diego Rivas vs Rodolfo Rubio Perez,Diego-Rivas,1.82,Rodolfo-Rubio-Perez,2.0
2322,Caio Magalhaes vs Trevor Smith,Caio-Magalhaes,1.47,Trevor-Smith,2.94
2323,Leandro Silva vs Charlie Brenneman,Leandro-Silva,1.64,Charlie-Brenneman,2.5
2324,Tim Gorman vs Thomas Almeida,Thomas-Almeida,1.3,Tim-Gorman,3.7
2325,Colby Covington vs Wagner Silva Gomes,Colby-Covington,1.23,Wagner-Silva-Gomes,4.76
2326,Michael Bisping vs Luke Rockhold,Luke-Rockhold,1.23,Michael-Bisping,4.76
2327,Ross Pearson vs Al Iaquinta,Al-Iaquinta,2.5,Ross-Pearson,1.67
2328,Soa Palelei vs Walt Harris,Soa-Palelei,1.67,Walt-Harris,2.44
2329,Jake Matthews vs Vagner Rocha,Jake-Matthews,1.28,Vagner-Rocha,4.35
2330,Anthony Perosh vs Guto Inocente,Anthony-Perosh,2.86,Guto-Inocente,1.54
2331,Dylan Andrews vs Sam Alvey,Sam-Alvey,2.5,Dylan-Andrews,1.61
2332,Richie Vaculik vs Louis Smolka,Louis-Smolka,1.32,Richie-Vaculik,4.0
2333,Vik Grujic vs Chris Clements,Chris-Clements,2.27,Vik-Grujic,1.75
2334,Daniel Kelly vs Luke Zachrich,Daniel-Kelly,3.57,Luke-Zachrich,1.35
2335,Jumabieke Tuerxun vs Marcus Brimage,Marcus-Brimage,1.2,Jumabieke-Tuerxun,5.56
2336,Demetrious Johnson vs Chris Cariaso,Demetrious-Johnson,1.07,Chris-Cariaso,12.5
2337,Donald Cerrone vs Eddie Alvarez,Donald-Cerrone,1.75,Eddie-Alvarez,2.25
2338,Conor McGregor vs Dustin Poirier,Conor-McGregor,1.44,Dustin-Poirier,3.4
2339,Yoel Romero vs Tim Kennedy,Yoel-Romero,2.23,Tim-Kennedy,2.01
2340,Cat Zingano vs Amanda Nunes,Cat-Zingano,1.48,Amanda-Nunes,2.97
2341,Dominick Cruz vs Takeya Mizugaki,Dominick-Cruz,1.21,Takeya-Mizugaki,5.75
2342,Jorge Masvidal vs James Krause,Jorge-Masvidal,1.33,James-Krause,3.95
2343,Stephen Thompson vs Patrick Cote,Stephen-Thompson,1.29,Patrick-Cote,4.4
2344,Brian Ebersole vs John Howard,Brian-Ebersole,3.2,John-Howard,1.5
2345,Kevin Lee vs Jon Tuck,Kevin-Lee,1.44,Jon-Tuck,3.2
2346,Manny Gamburyan vs Cody Gibson,Manny-Gamburyan,2.55,Cody-Gibson,1.65
2347,Mark Hunt vs Roy Nelson,Mark-Hunt,2.1,Roy-Nelson,2.14
2348,Myles Jury vs Takanori Gomi,Myles-Jury,1.18,Takanori-Gomi,6.05
2349,Yoshihiro Akiyama vs Amir Sadollah,Yoshihiro-Akiyama,1.65,Amir-Sadollah,2.77
2350,Miesha Tate vs Rin Nakai,Miesha-Tate,1.34,Rin-Nakai,3.9
2351,Kiichi Kunimoto vs Richard Walsh,Kiichi-Kunimoto,1.43,Richard-Walsh,3.15
2352,Kyoji Horiguchi vs Jon delos Reyes,Kyoji-Horiguchi,1.17,Jon-delos-Reyes,6.5
2353,Masanori Kanehara vs Alex Caceres,Masanori-Kanehara,3.65,Alex-Caceres,1.35
2354,Katsunori Kikuno vs Sam Sicilia,Katsunori-Kikuno,1.72,Sam-Sicilia,2.35
2355,Hyun Gyu Lim vs Takenori Sato,Hyun-Gyu-Lim,1.17,Takenori-Sato,6.55
2356,Kyung Ho Kang vs Michinori Tanaka,Kyung-Ho-Kang,2.47,Michinori-Tanaka,1.67
2357,Johnny Case vs Kazuki Tokudome,Johnny-Case,2.28,Kazuki-Tokudome,1.77
2358,Maximo Blanco vs Daniel Hooker,Maximo-Blanco,1.75,Daniel-Hooker,2.35
2359,Andrei Arlovski vs Antonio Silva,Andrei-Arlovski,4.8,Antonio-Silva,1.24
2360,Gleison Tibau vs Piotr Hallmann,Gleison-Tibau,1.43,Piotr-Hallmann,3.5
2361,Leonardo Santos vs Efrain Escudero,Leonardo-Santos,1.48,Efrain-Escudero,3.25
2362,Santiago Ponzinibbio vs Wendell Oliveira,Santiago-Ponzinibbio,1.95,Wendell-Oliveira,2.0
2363,Yuri Alcantara vs Russell Doane,Yuri-Alcantara,1.32,Russell-Doane,3.85
2364,Jessica Andrade vs Larissa Pacheco,Jessica-Andrade,1.91,Larissa-Pacheco,2.05
2365,Godofredo Pepey vs Dashon Johnson,Godofredo-Pepey,1.77,Dashon-Johnson,2.25
2366,George Sullivan vs Igor Araujo,George-Sullivan,2.35,Igor-Araujo,1.77
2367,Francisco Trinaldo vs Leandro Silva,Francisco-Trinaldo,1.57,Leandro-Silva,2.71
2368,Sean Spencer vs Paulo Thiago,Sean-Spencer,1.5,Paulo-Thiago,3.15
2369,Rani Yahya vs Johnny Bedford,Rani-Yahya,2.25,Johnny-Bedford,1.8
2370,T.J. Dillashaw vs Joe Soto,T.J.-Dillashaw,1.1,Joe-Soto,10.0
2371,Tony Ferguson vs Danny Castillo,Tony-Ferguson,1.42,Danny-Castillo,3.45
2372,Bethe Correia vs Shayna Baszler,Bethe-Correia,1.7,Shayna-Baszler,2.4
2373,Carlos Diego Ferreira vs Ramsey Nijem,Carlos-Diego-Ferreira,1.56,Ramsey-Nijem,2.7
2374,Yancy Medeiros vs Damon Jackson,Yancy-Medeiros,1.95,Damon-Jackson,2.05
2375,Derek Brunson vs Lorenz Larkin,Derek-Brunson,1.61,Lorenz-Larkin,2.65
2376,Anthony Hamilton vs Ruan Potts,Anthony-Hamilton,1.45,Ruan-Potts,3.05
2377,Chris Wade vs Cain Carrizosa,Chris-Wade,1.71,Cain-Carrizosa,2.38
2378,Michael Bisping vs Cung Le,Michael-Bisping,1.43,Cung-Le,3.55
2379,Tyron Woodley vs Dong Hyun Kim,Tyron-Woodley,1.55,Dong-Hyun-Kim,2.9
2380,Zhang Lipeng vs Brendan O'Reilly,Zhang-Lipeng,2.4,Brendan-O'Reilly,1.79
2381,Ning Guangyou vs Yang Jianping,Ning-Guangyou,3.07,Yang-Jianping,1.5
2382,Wang Sai vs Danny Mitchell,Wang-Sai,2.84,Danny-Mitchell,1.53
2383,Alberto Mina vs Shinsho Anzai,Alberto-Mina,1.45,Shinsho-Anzai,3.31
2384,Yuta Sasaki vs Roland Delorme,Yuta-Sasaki,1.71,Roland-Delorme,2.35
2385,Colby Covington vs Wang Anying,Colby-Covington,1.24,Wang-Anying,5.2
2386,Royston Wee vs Zhuikui Yao,Royston-Wee,1.45,Zhuikui-Yao,3.4
2387,Milana Dudieva vs Elizabeth Phillips,Milana-Dudieva,1.71,Elizabeth-Phillips,2.33
2388,Robbie Lawler vs Matt Brown,Robbie-Lawler,1.35,Matt-Brown,5.0
2389,Anthony Johnson vs Rogerio Nogueira,Anthony-Johnson,1.17,Rogerio-Nogueira,6.4
2390,Dennis Bermudez vs Clay Guida,Dennis-Bermudez,1.62,Clay-Guida,2.85
2391,Bobby Green vs Josh Thomson,Bobby-Green,4.45,Josh-Thomson,1.31
2392,Jorge Masvidal vs Daron Cruickshank,Jorge-Masvidal,1.47,Daron-Cruickshank,3.15
2393,Patrick Cummins vs Kyle Kingsbury,Patrick-Cummins,1.5,Kyle-Kingsbury,3.05
2394,Tim Means vs Hernani Perpetuo,Tim-Means,1.56,Hernani-Perpetuo,3.0
2395,Brian Ortega vs Mike de la Torre,Brian-Ortega,1.59,Mike-de-la-Torre,2.81
2396,Tiago Trator vs Akbarh Arreola,Tiago-Trator,1.4,Akbarh-Arreola,3.75
2397,Gilbert Burns vs Andreas Stahl,Gilbert-Burns,1.69,Andreas-Stahl,2.47
2398,Joanna Jedrzejczyk vs Juliana Lima,Joanna-Jedrzejczyk,1.32,Juliana-Lima,3.85
2399,Noad Lahat vs Steven Siler,Noad-Lahat,3.07,Steven-Siler,1.48
2400,Conor McGregor vs Diego Brandao,Conor-McGregor,1.18,Diego-Brandao,6.6
2401,Gunnar Nelson vs Zak Cummings,Gunnar-Nelson,1.16,Zak-Cummings,7.6
2402,Ian McCall vs Brad Pickett,Ian-McCall,1.67,Brad-Pickett,2.5
2403,Norman Parke vs Naoyuki Kotani,Norman-Parke,1.25,Naoyuki-Kotani,5.15
2404,Ilir Latifi vs Chris Dempsey,Ilir-Latifi,1.38,Chris-Dempsey,3.65
2405,Neil Seery vs Phil Harris,Neil-Seery,1.65,Phil-Harris,2.45
2406,Cathal Pendred vs Mike King,Cathal-Pendred,1.77,Mike-King,2.3
2407,Trevor Smith vs Tor Troeng,Trevor-Smith,2.45,Tor-Troeng,1.65
2408,Nikita Krylov vs Cody Donovan,Nikita-Krylov,1.87,Cody-Donovan,2.2
2409,Patrick Holohan vs Josh Sampo,Patrick-Holohan,3.25,Josh-Sampo,1.44
2410,Cub Swanson vs Jeremy Stephens,Cub-Swanson,1.47,Jeremy-Stephens,3.07
2411,Kelvin Gastelum vs Nico Musoke,Kelvin-Gastelum,1.36,Nico-Musoke,3.9
2412,Cezar Ferreira vs Andrew Craig,Cezar-Ferreira,1.38,Andrew-Craig,3.9
2413,Ricardo Lamas vs Hacran Dias,Ricardo-Lamas,1.4,Hacran-Dias,3.48
2414,Clint Hester vs Antonio Braga Neto,Clint-Hester,2.45,Antonio-Braga-Neto,1.67
2415,Joe Ellenberger vs James Moontasri,Joe-Ellenberger,1.57,James-Moontasri,2.8
2416,Carlos Diego Ferreira vs Colton Smith,Carlos-Diego-Ferreira,1.54,Colton-Smith,2.75
2417,Cody Gibson vs Johnny Bedford,Cody-Gibson,2.77,Johnny-Bedford,1.59
2418,Marcelo Guimaraes vs Andy Enz,Marcelo-Guimaraes,2.95,Andy-Enz,1.53
2419,Ray Borg vs Shane Howell,Ray-Borg,1.24,Shane-Howell,5.1
2420,Aleksei Oleinik vs Anthony Hamilton,Aleksei-Oleinik,1.73,Anthony-Hamilton,2.3
2421,Demetrious Johnson vs Ali Bagautinov,Demetrious-Johnson,1.18,Ali-Bagautinov,6.6
2422,Rory MacDonald vs Tyron Woodley,Rory-MacDonald,1.95,Tyron-Woodley,2.05
2423,Ryan Bader vs Rafael Cavalcante,Ryan-Bader,1.63,Rafael-Cavalcante,2.55
2424,Andrei Arlovski vs Brendan Schaub,Andrei-Arlovski,2.4,Brendan-Schaub,1.71
2425,Ovince St Preux vs Ryan Jimmo,Ovince-St-Preux,1.62,Ryan-Jimmo,2.6
2426,Kiichi Kunimoto vs Daniel Sarafian,Kiichi-Kunimoto,5.15,Daniel-Sarafian,1.22
2427,Valerie Letourneau vs Elizabeth Phillips,Valerie-Letourneau,2.25,Elizabeth-Phillips,1.83
2428,Yves Jabouin vs Mike Easton,Yves-Jabouin,3.0,Mike-Easton,1.47
2429,Tae Hyun Bang vs Kajan Johnson,Tae-Hyun-Bang,2.7,Kajan-Johnson,1.56
2430,Michinori Tanaka vs Roland Delorme,Michinori-Tanaka,1.67,Roland-Delorme,2.4
2431,Jason Saggo vs Josh Shockley,Jason-Saggo,2.0,Josh-Shockley,1.95
2432,Benson Henderson vs Rustam Khabilov,Benson-Henderson,1.46,Rustam-Khabilov,3.17
2433,Diego Sanchez vs Ross Pearson,Diego-Sanchez,2.4,Ross-Pearson,1.77
2434,John Dodson vs John Moraga,John-Dodson,1.2,John-Moraga,5.8
2435,Rafael dos Anjos vs Jason High,Rafael-dos-Anjos,1.38,Jason-High,3.55
2436,Piotr Hallmann vs Yves Edwards,Piotr-Hallmann,1.65,Yves-Edwards,2.5
2437,Bryan Caraway vs Erik Perez,Bryan-Caraway,2.15,Erik-Perez,1.83
2438,Sergio Pettis vs Yaotzin Meza,Sergio-Pettis,1.18,Yaotzin-Meza,6.4
2439,Lance Benoist vs Bobby Voelker,Lance-Benoist,2.0,Bobby-Voelker,1.95
2440,Scott Jorgensen vs Danny Martinez,Scott-Jorgensen,1.42,Danny-Martinez,3.25
2441,Jon Tuck vs Jake Lindsey,Jon-Tuck,1.67,Jake-Lindsey,2.44
2442,Patrick Cummins vs Roger Narvaez,Patrick-Cummins,1.32,Roger-Narvaez,3.85
2443,Matt Brown vs Erick Silva,Matt-Brown,3.1,Erick-Silva,1.56
2444,Costas Philippou vs Lorenz Larkin,Costas-Philippou,3.25,Lorenz-Larkin,1.64
2445,Daron Cruickshank vs Erik Koch,Daron-Cruickshank,4.05,Erik-Koch,1.34
2446,Neil Magny vs Tim Means,Neil-Magny,1.36,Tim-Means,3.85
2447,Soa Palelei vs Ruan Potts,Soa-Palelei,1.33,Ruan-Potts,3.95
2448,Chris Cariaso vs Louis Smolka,Chris-Cariaso,2.36,Louis-Smolka,1.69
2449,Ed Herman vs Rafael Natal,Ed-Herman,2.75,Rafael-Natal,1.69
2450,Kyoji Horiguchi vs Darrell Montague,Kyoji-Horiguchi,1.52,Darrell-Montague,2.9
2451,Zak Cummings vs Yan Cabral,Zak-Cummings,5.75,Yan-Cabral,1.19
2452,Johnny Eduardo vs Eddie Wineland,Johnny-Eduardo,8.35,Eddie-Wineland,1.13
2453,Nik Lentz vs Manny Gamburyan,Nik-Lentz,1.21,Manny-Gamburyan,5.6
2454,Justin Salas vs Ben Wall,Justin-Salas,1.36,Ben-Wall,3.6
2455,Albert Tumenov vs Anthony Lapsley,Albert-Tumenov,1.4,Anthony-Lapsley,3.45
2456,Jon Jones vs Glover Teixeira,Jon-Jones,1.24,Glover-Teixeira,5.05
2457,Anthony Johnson vs Phil Davis,Anthony-Johnson,3.2,Phil-Davis,1.47
2458,Luke Rockhold vs Tim Boetsch,Luke-Rockhold,1.14,Tim-Boetsch,9.0
2459,Jim Miller vs Yancy Medeiros,Jim-Miller,1.65,Yancy-Medeiros,2.8
2460,Max Holloway vs Andre Fili,Max-Holloway,2.25,Andre-Fili,1.77
2461,Joseph Benavidez vs Tim Elliott,Joseph-Benavidez,1.24,Tim-Elliott,5.0
2462,Takanori Gomi vs Isaac Vallie-Flagg,Takanori-Gomi,1.67,Isaac-Vallie-Flagg,2.53
2463,Bethe Correia vs Jessamyn Duke,Bethe-Correia,2.25,Jessamyn-Duke,1.83
2464,Danny Castillo vs Charlie Brenneman,Danny-Castillo,1.29,Charlie-Brenneman,4.2
2465,Chris Beal vs Patrick Williams,Chris-Beal,1.91,Patrick-Williams,2.21
2466,Miesha Tate vs Liz Carmouche,Miesha-Tate,1.56,Liz-Carmouche,2.81
2467,Donald Cerrone vs Edson Barboza,Donald-Cerrone,2.62,Edson-Barboza,1.71
2468,Yoel Romero vs Brad Tavares,Yoel-Romero,2.36,Brad-Tavares,1.72
2469,Khabib Nurmagomedov vs Rafael dos Anjos,Khabib-Nurmagomedov,1.36,Rafael-dos-Anjos,3.75
2470,Thiago Alves vs Seth Baczynski,Thiago-Alves,1.24,Seth-Baczynski,5.23
2471,Jorge Masvidal vs Pat Healy,Jorge-Masvidal,1.38,Pat-Healy,3.48
2472,Alex White vs Estevan Payan,Alex-White,2.3,Estevan-Payan,1.87
2473,Caio Magalhaes vs Luke Zachrich,Caio-Magalhaes,1.35,Luke-Zachrich,3.86
2474,Jordan Mein vs Hernani Perpetuo,Jordan-Mein,1.24,Hernani-Perpetuo,4.75
2475,Dustin Ortiz vs Ray Borg,Dustin-Ortiz,1.67,Ray-Borg,2.5
2476,Mirsad Bektic vs Chas Skelly,Mirsad-Bektic,1.74,Chas-Skelly,2.3
2477,Derrick Lewis vs Jack May,Derrick-Lewis,1.34,Jack-May,3.6
2478,Tim Kennedy vs Michael Bisping,Tim-Kennedy,2.85,Michael-Bisping,1.5
2479,Patrick Cote vs Kyle Noke,Patrick-Cote,2.85,Kyle-Noke,1.52
2480,Elias Theodorou vs Sheldon Westcott,Elias-Theodorou,1.57,Sheldon-Westcott,2.81
2481,Chad Laprise vs Olivier Aubin-Mercier,Chad-Laprise,2.45,Olivier-Aubin-Mercier,1.67
2482,Dustin Poirier vs Akira Corassani,Dustin-Poirier,1.1,Akira-Corassani,9.5
2483,K.J. Noons vs Sam Stout,K.J.-Noons,2.04,Sam-Stout,1.99
2484,Sarah Kaufman vs Leslie Smith,Sarah-Kaufman,1.4,Leslie-Smith,3.45
2485,Ryan Jimmo vs Sean O'Connell,Ryan-Jimmo,1.17,Sean-O'Connell,7.15
2486,George Roop vs Dustin Kimura,George-Roop,1.71,Dustin-Kimura,2.51
2487,Mark Bocek vs Mike de la Torre,Mark-Bocek,1.16,Mike-de-la-Torre,6.7
2488,Nordine Taleb vs Vik Grujic,Nordine-Taleb,1.43,Vik-Grujic,3.18
2489,Richard Walsh vs Chris Indich,Richard-Walsh,1.44,Chris-Indich,3.17
2490,Mitch Gagnon vs Tim Gorman,Mitch-Gagnon,1.32,Tim-Gorman,3.9
2491,Dan Henderson vs Mauricio Rua,Dan-Henderson,2.55,Mauricio-Rua,1.65
2492,C.B. Dollaway vs Cezar Ferreira,C.B.-Dollaway,4.58,Cezar-Ferreira,1.3
2493,Fabio Maldonado vs Gian Villante,Fabio-Maldonado,3.85,Gian-Villante,1.57
2494,Michel Prazeres vs Mairbek Taisumov,Michel-Prazeres,3.85,Mairbek-Taisumov,1.32
2495,Rony Jason vs Steven Siler,Rony-Jason,1.56,Steven-Siler,2.7
2496,Thiago Santos vs Ronny Markes,Thiago-Santos,7.6,Ronny-Markes,1.13
2497,Jussier Formiga vs Scott Jorgensen,Jussier-Formiga,2.75,Scott-Jorgensen,1.54
2498,Kenny Robertson vs Thiago de Oliveira Perpetuo,Kenny-Robertson,2.27,Thiago-de-Oliveira-Perpetuo,1.77
2499,Hans Stringer vs Francimar Barroso,Hans-Stringer,2.27,Francimar-Barroso,1.77
2500,Godofredo Pepey vs Noad Lahat,Godofredo-Pepey,3.85,Noad-Lahat,1.36
2501,Lyoto Machida vs Gegard Mousasi,Lyoto-Machida,1.5,Gegard-Mousasi,3.0
2502,Ronaldo Souza vs Francis Carmont,Ronaldo-Souza,1.21,Francis-Carmont,5.5
2503,Erick Silva vs Takenori Sato,Erick-Silva,1.09,Takenori-Sato,10.01
2504,Nico Musoke vs Viscardi Andrade,Nico-Musoke,2.31,Viscardi-Andrade,1.74
2505,Charles Oliveira vs Andy Ogle,Charles-Oliveira,1.14,Andy-Ogle,7.38
2506,Joe Proctor vs Cristiano Marcello,Joe-Proctor,1.43,Cristiano-Marcello,3.3
2507,Rodrigo Damm vs Ivan Jorge,Rodrigo-Damm,2.55,Ivan-Jorge,1.68
2508,Francisco Trinaldo vs Jesse Ronson,Francisco-Trinaldo,1.65,Jesse-Ronson,2.55
2509,Yuri Alcantara vs Wilson Reis,Yuri-Alcantara,1.48,Wilson-Reis,3.2
2510,Felipe Arantes vs Maximo Blanco,Felipe-Arantes,2.0,Maximo-Blanco,2.2
2511,Ildemar Alcantara vs Albert Tumenov,Ildemar-Alcantara,3.05,Albert-Tumenov,1.48
2512,Zubaira Tukhugov vs Douglas Silva de Andrade,Zubaira-Tukhugov,1.95,Douglas-Silva-de-Andrade,2.04
2513,Renan Barao vs Urijah Faber,Renan-Barao,1.3,Urijah-Faber,4.05
2514,Jose Aldo vs Ricardo Lamas,Jose-Aldo,1.15,Ricardo-Lamas,7.01
2515,Alistair Overeem vs Frank Mir,Alistair-Overeem,1.26,Frank-Mir,4.75
2516,Ali Bagautinov vs John Lineker,Ali-Bagautinov,1.69,John-Lineker,2.44
2517,Abel Trujillo vs Jamie Varner,Abel-Trujillo,2.1,Jamie-Varner,1.87
2518,Alan Patrick vs John Makdessi,Alan-Patrick,2.4,John-Makdessi,1.8
2519,Chris Cariaso vs Danny Martinez,Chris-Cariaso,1.61,Danny-Martinez,2.71
2520,Nick Catone vs Tom Watson,Nick-Catone,2.6,Tom-Watson,1.83
2521,Al Iaquinta vs Kevin Lee,Al-Iaquinta,1.67,Kevin-Lee,3.1
2522,Clint Hester vs Andy Enz,Clint-Hester,1.57,Andy-Enz,2.9
2523,Rashid Magomedov vs Tony Martin,Rashid-Magomedov,1.71,Tony-Martin,3.2
2524,Neil Magny vs Gasan Umalatov,Neil-Magny,2.65,Gasan-Umalatov,1.69
2525,Benson Henderson vs Josh Thomson,Benson-Henderson,1.36,Josh-Thomson,3.8
2526,Stipe Miocic vs Gabriel Gonzaga,Stipe-Miocic,1.4,Gabriel-Gonzaga,3.6
2527,Donald Cerrone vs Adriano Martins,Donald-Cerrone,1.59,Adriano-Martins,2.62
2528,Jeremy Stephens vs Darren Elkins,Jeremy-Stephens,1.88,Darren-Elkins,2.15
2529,Alex Caceres vs Sergio Pettis,Alex-Caceres,2.9,Sergio-Pettis,1.54
2530,Eddie Wineland vs Yves Jabouin,Eddie-Wineland,1.24,Yves-Jabouin,5.26
2531,Chico Camus vs Yaotzin Meza,Chico-Camus,1.54,Yaotzin-Meza,2.8
2532,Hugo Viana vs Ramiro Hernandez,Hugo-Viana,1.31,Ramiro-Hernandez,3.93
2533,Daron Cruickshank vs Mike Rio,Daron-Cruickshank,1.43,Mike-Rio,3.25
2534,George Sullivan vs Mike Rhodes,George-Sullivan,3.55,Mike-Rhodes,1.4
2535,Nikita Krylov vs Walt Harris,Nikita-Krylov,4.55,Walt-Harris,1.25
2536,Tarec Saffiedine vs Hyun Gyu Lim,Tarec-Saffiedine,1.47,Hyun-Gyu-Lim,3.11
2537,Tatsuya Kawajiri vs Sean Soriano,Tatsuya-Kawajiri,1.98,Sean-Soriano,2.3
2538,Kiichi Kunimoto vs Luiz Dutra,Kiichi-Kunimoto,2.45,Luiz-Dutra,1.67
2539,Kyung Ho Kang vs Shunichi Shimizu,Kyung-Ho-Kang,1.33,Shunichi-Shimizu,3.95
2540,Max Holloway vs Will Chope,Max-Holloway,1.43,Will-Chope,3.46
2541,Katsunori Kikuno vs Quinn Mulhern,Katsunori-Kikuno,1.61,Quinn-Mulhern,2.7
2542,Royston Wee vs Dave Galera,Royston-Wee,2.75,Dave-Galera,1.57
2543,Mairbek Taisumov vs Tae Hyun Bang,Mairbek-Taisumov,1.31,Tae-Hyun-Bang,4.2
2544,Dustin Kimura vs Jon delos Reyes,Dustin-Kimura,1.36,Jon-delos-Reyes,4.25
2545,Russell Doane vs Leandro Issa,Russell-Doane,2.15,Leandro-Issa,1.83
2546,Chris Weidman vs Anderson Silva,Chris-Weidman,2.75,Anderson-Silva,1.58
2547,Ronda Rousey vs Miesha Tate,Ronda-Rousey,1.17,Miesha-Tate,6.55
2548,Travis Browne vs Josh Barnett,Travis-Browne,2.35,Josh-Barnett,1.74
2549,Jim Miller vs Fabricio Camoes,Jim-Miller,1.26,Fabricio-Camoes,4.76
2550,Dustin Poirier vs Diego Brandao,Dustin-Poirier,1.46,Diego-Brandao,3.2
2551,Urijah Hall vs Chris Leben,Urijah-Hall,1.38,Chris-Leben,3.96
2552,Michael Johnson vs Gleison Tibau,Michael-Johnson,1.71,Gleison-Tibau,2.35
2553,Dennis Siver vs Manny Gamburyan,Dennis-Siver,1.35,Manny-Gamburyan,3.86
2554,John Howard vs Siyar Bahadurzada,John-Howard,2.4,Siyar-Bahadurzada,1.69
2555,William Macario vs Bobby Voelker,William-Macario,2.25,Bobby-Voelker,1.77
2556,Robbie Peralta vs Estevan Payan,Robbie-Peralta,1.61,Estevan-Payan,2.65
2557,Mauricio Rua vs James Te Huna,Mauricio-Rua,2.4,James-Te-Huna,1.75
2558,Ryan Bader vs Anthony Perosh,Ryan-Bader,1.21,Anthony-Perosh,5.65
2559,Soa Palelei vs Pat Barry,Soa-Palelei,2.6,Pat-Barry,1.59
2560,Clint Hester vs Dylan Andrews,Clint-Hester,2.3,Dylan-Andrews,1.74
2561,Bethe Correia vs Julie Kedzie,Bethe-Correia,2.6,Julie-Kedzie,1.61
2562,Takeya Mizugaki vs Nam Phan,Takeya-Mizugaki,1.33,Nam-Phan,4.0
2563,Caio Magalhaes vs Nick Ring,Caio-Magalhaes,2.85,Nick-Ring,1.57
2564,Justin Scoggins vs Richie Vaculik,Justin-Scoggins,1.3,Richie-Vaculik,4.1
2565,Krzysztof Jotko vs Bruno Santos,Krzysztof-Jotko,3.15,Bruno-Santos,1.45
2566,Alex Garcia vs Ben Wall,Alex-Garcia,1.16,Ben-Wall,6.55
2567,Nate Diaz vs Gray Maynard,Nate-Diaz,2.14,Gray-Maynard,1.83
2568,Julianna Pena vs Jessica Rakoczy,Julianna-Pena,1.36,Jessica-Rakoczy,3.6
2569,Chris Holdsworth vs Davey Grant,Chris-Holdsworth,1.5,Davey-Grant,2.95
2570,Jessamyn Duke vs Peggy Morgan,Jessamyn-Duke,1.43,Peggy-Morgan,3.25
2571,Raquel Pennington vs Roxanne Modafferi,Raquel-Pennington,1.26,Roxanne-Modafferi,5.16
2572,Akira Corassani vs Maximo Blanco,Akira-Corassani,2.77,Maximo-Blanco,1.55
2573,Tom Niinimaki vs Rani Yahya,Tom-Niinimaki,2.0,Rani-Yahya,1.95
2574,Jared Rosholt vs Walt Harris,Jared-Rosholt,1.45,Walt-Harris,3.5
2575,Sean Spencer vs Drew Dober,Sean-Spencer,1.45,Drew-Dober,3.1
2576,Josh Sampo vs Ryan Benoit,Josh-Sampo,1.87,Ryan-Benoit,2.05
2577,Georges St. Pierre vs Johny Hendricks,Georges-St.-Pierre,1.54,Johny-Hendricks,2.85
2578,Rashad Evans vs Chael Sonnen,Rashad-Evans,1.5,Chael-Sonnen,3.2
2579,Tyron Woodley vs Josh Koscheck,Tyron-Woodley,1.95,Josh-Koscheck,2.3
2580,Ali Bagautinov vs Tim Elliott,Ali-Bagautinov,2.5,Tim-Elliott,1.67
2581,Donald Cerrone vs Evan Dunham,Donald-Cerrone,1.87,Evan-Dunham,2.15
2582,Thales Leites vs Ed Herman,Thales-Leites,1.61,Ed-Herman,2.71
2583,Rick Story vs Brian Ebersole,Rick-Story,1.49,Brian-Ebersole,3.01
2584,Erik Perez vs Edwin Figueroa,Erik-Perez,1.24,Edwin-Figueroa,4.78
2585,Jason High vs Anthony Lapsley,Jason-High,1.32,Anthony-Lapsley,3.9
2586,Sergio Pettis vs Will Campuzano,Sergio-Pettis,1.26,Will-Campuzano,4.55
2587,Gian Villante vs Cody Donovan,Gian-Villante,1.31,Cody-Donovan,4.1
2588,Chael Sonnen vs Mauricio Rua,Chael-Sonnen,2.55,Mauricio-Rua,1.67
2589,Travis Browne vs Alistair Overeem,Travis-Browne,2.7,Alistair-Overeem,1.67
2590,Urijah Faber vs Yuri Alcantara,Urijah-Faber,1.47,Yuri-Alcantara,3.05
2591,Matt Brown vs Mike Pyle,Matt-Brown,1.8,Mike-Pyle,2.3
2592,John Howard vs Urijah Hall,John-Howard,5.2,Urijah-Hall,1.22
2593,Michael Johnson vs Joe Lauzon,Michael-Johnson,3.6,Joe-Lauzon,1.42
2594,Michael McDonald vs Brad Pickett,Michael-McDonald,1.33,Brad-Pickett,4.05
2595,Conor McGregor vs Max Holloway,Conor-McGregor,1.42,Max-Holloway,3.85
