,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,W_L_FIGHTERS
2580,Daron Cruickshank Jorge Masvidal,1  0,19 of 83  51 of 92,22%  55%,23 of 87  99 of 150,2 of 3  2 of 4,66%  50%,1  2,1  2,0  0,19 of 83  51 of 92,6 of 61  35 of 69,7 of 16  11 of 13,6 of 6  5 of 10,17 of 76  23 of 50,0 of 1  8 of 9,2 of 6  20 of 33,Jorge Masvidal  Daron Cruickshank
2581,Kyle Kingsbury Patrick Cummins,0  0,22 of 85  73 of 129,25%  56%,22 of 85  115 of 176,0 of 1  10 of 17,0%  58%,0  0,0  8,0  0,22 of 85  73 of 129,7 of 65  66 of 120,4 of 4  5 of 7,11 of 16  2 of 2,16 of 79  19 of 53,6 of 6  10 of 13,0 of 0  44 of 63,Patrick Cummins  Kyle Kingsbury
2582,Hernani Perpetuo Tim Means,0  0,61 of 189  85 of 210,32%  40%,63 of 191  85 of 211,0 of 3  1 of 4,0%  25%,0  0,0  0,0  0,61 of 189  85 of 210,35 of 147  44 of 144,8 of 19  25 of 48,18 of 23  16 of 18,56 of 178  80 of 199,5 of 11  5 of 11,0 of 0  0 of 0,Tim Means  Hernani Perpetuo
2583,Akbarh Arreola Tiago Trator,0  0,30 of 73  62 of 163,41%  38%,30 of 73  88 of 195,2 of 2  0 of 0,100%  0%,0  0,1  0,0  0,30 of 73  62 of 163,9 of 46  20 of 102,16 of 18  8 of 19,5 of 9  34 of 42,26 of 68  38 of 127,1 of 2  24 of 35,3 of 3  0 of 1,Tiago Trator  Akbarh Arreola
2584,Andreas Stahl Gilbert Burns,0  0,41 of 111  44 of 140,36%  31%,69 of 143  56 of 153,0 of 1  2 of 10,0%  20%,0  0,0  2,0  0,41 of 111  44 of 140,28 of 94  27 of 114,9 of 12  15 of 23,4 of 5  2 of 3,26 of 88  29 of 118,13 of 21  15 of 22,2 of 2  0 of 0,Gilbert Burns  Andreas Stahl
2585,Juliana Lima Joanna Jedrzejczyk,0  0,18 of 77  46 of 168,23%  27%,38 of 103  55 of 180,1 of 14  0 of 0,7%  0%,0  0,1  0,0  0,18 of 77  46 of 168,8 of 56  24 of 128,3 of 5  21 of 36,7 of 16  1 of 4,13 of 69  34 of 152,3 of 5  12 of 16,2 of 3  0 of 0,Joanna Jedrzejczyk  Juliana Lima
2586,Steven Siler Noad Lahat,0  0,35 of 92  26 of 91,38%  28%,56 of 119  76 of 143,0 of 0  4 of 17,0%  23%,0  2,2  2,1  0,35 of 92  26 of 91,26 of 80  15 of 73,2 of 4  1 of 6,7 of 8  10 of 12,32 of 82  22 of 87,1 of 3  0 of 0,2 of 7  4 of 4,Noad Lahat  Steven Siler
2587,Conor McGregor Diego Brandao,1  0,18 of 49  9 of 22,36%  40%,37 of 68  10 of 23,1 of 1  0 of 2,100%  0%,0  1,1  0,0  0,18 of 49  9 of 22,15 of 44  5 of 16,3 of 5  4 of 5,0 of 0  0 of 1,10 of 30  5 of 16,0 of 0  4 of 5,8 of 19  0 of 1,Conor McGregor  Diego Brandao
2588,Gunnar Nelson Zak Cummings,0  0,13 of 24  18 of 75,54%  24%,23 of 34  21 of 79,1 of 1  0 of 1,100%  0%,1  0,1  0,0  0,13 of 24  18 of 75,9 of 20  8 of 56,4 of 4  5 of 10,0 of 0  5 of 9,9 of 19  8 of 60,2 of 3  10 of 15,2 of 2  0 of 0,Gunnar Nelson  Zak Cummings
2589,Brad Pickett Ian McCall,0  0,22 of 97  56 of 119,22%  47%,29 of 105  112 of 176,0 of 10  3 of 7,0%  42%,0  0,0  4,0  0,22 of 97  56 of 119,15 of 81  33 of 88,5 of 14  18 of 25,2 of 2  5 of 6,10 of 78  32 of 90,12 of 19  19 of 23,0 of 0  5 of 6,Ian McCall  Brad Pickett
2590,Norman Parke Naoyuki Kotani,0  0,34 of 83  8 of 35,40%  22%,41 of 91  16 of 43,2 of 2  0 of 7,100%  0%,0  0,2  0,0  0,34 of 83  8 of 35,25 of 68  5 of 26,5 of 7  1 of 3,4 of 8  2 of 6,5 of 27  7 of 32,5 of 9  1 of 3,24 of 47  0 of 0,Norman Parke  Naoyuki Kotani
2591,Ilir Latifi Chris Dempsey,0  0,16 of 31  1 of 5,51%  20%,17 of 32  1 of 5,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,16 of 31  1 of 5,9 of 24  1 of 5,1 of 1  0 of 0,6 of 6  0 of 0,15 of 30  0 of 4,0 of 0  1 of 1,1 of 1  0 of 0,Ilir Latifi  Chris Dempsey
2592,Neil Seery Phil Harris,1  0,60 of 148  40 of 126,40%  31%,63 of 151  52 of 139,2 of 2  2 of 17,100%  11%,0  0,1  0,0  0,60 of 148  40 of 126,42 of 119  35 of 120,5 of 9  2 of 3,13 of 20  3 of 3,42 of 114  37 of 120,3 of 9  2 of 5,15 of 25  1 of 1,Neil Seery  Phil Harris
2593,Cathal Pendred Mike King,0  1,11 of 40  38 of 65,27%  58%,16 of 46  60 of 103,3 of 5  1 of 4,60%  25%,1  2,1  3,0  0,11 of 40  38 of 65,7 of 33  33 of 59,3 of 5  3 of 4,1 of 2  2 of 2,9 of 37  17 of 36,1 of 2  5 of 5,1 of 1  16 of 24,Cathal Pendred  Mike King
2594,Tor Troeng Trevor Smith,0  0,26 of 45  42 of 59,57%  71%,42 of 63  89 of 110,1 of 5  2 of 5,20%  40%,0  2,2  6,0  2,26 of 45  42 of 59,13 of 31  17 of 30,11 of 12  13 of 17,2 of 2  12 of 12,14 of 32  15 of 28,12 of 13  11 of 14,0 of 0  16 of 17,Trevor Smith  Tor Troeng
2595,Cody Donovan Nikita Krylov,1  0,21 of 39  42 of 70,53%  60%,31 of 50  80 of 114,1 of 2  0 of 0,50%  0%,2  0,2  2,0  2,21 of 39  42 of 70,17 of 34  29 of 52,4 of 5  9 of 14,0 of 0  4 of 4,6 of 13  11 of 24,14 of 23  21 of 31,1 of 3  10 of 15,Nikita Krylov  Cody Donovan
2596,Paddy Holohan Joshua Sampo,1  0,10 of 29  3 of 11,34%  27%,20 of 39  3 of 11,0 of 1  0 of 0,0%  0%,1  1,2  0,0  0,10 of 29  3 of 11,7 of 22  2 of 8,0 of 2  1 of 2,3 of 5  0 of 1,7 of 21  3 of 11,0 of 1  0 of 0,3 of 7  0 of 0,Paddy Holohan  Joshua Sampo
2597,Donald Cerrone Jim Miller,1  0,37 of 78  30 of 65,47%  46%,41 of 82  34 of 69,0 of 2  1 of 6,0%  16%,0  0,0  0,0  0,37 of 78  30 of 65,16 of 44  12 of 43,14 of 25  7 of 9,7 of 9  11 of 13,34 of 73  25 of 58,2 of 4  4 of 6,1 of 1  1 of 1,Donald Cerrone  Jim Miller
2598,Edson Barboza Evan Dunham,1  0,10 of 17  10 of 27,58%  37%,10 of 17  10 of 27,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,10 of 17  10 of 27,4 of 11  10 of 27,5 of 5  0 of 0,1 of 1  0 of 0,8 of 15  8 of 23,2 of 2  0 of 2,0 of 0  2 of 2,Edson Barboza  Evan Dunham
2599,Rick Story Leonardo Mafra,0  0,24 of 39  11 of 20,61%  55%,53 of 70  21 of 32,3 of 4  0 of 0,75%  0%,1  0,8  0,0  0,24 of 39  11 of 20,22 of 37  5 of 13,2 of 2  5 of 6,0 of 0  1 of 1,7 of 16  8 of 17,0 of 0  2 of 2,17 of 23  1 of 1,Rick Story  Leonardo Mafra
2600,Justin Salas Joe Proctor,0  1,35 of 86  25 of 81,40%  30%,35 of 86  29 of 86,0 of 4  0 of 0,0%  0%,0  0,0  0,0  0,35 of 86  25 of 81,19 of 62  21 of 74,6 of 11  2 of 5,10 of 13  2 of 2,25 of 73  18 of 70,10 of 13  1 of 3,0 of 0  6 of 8,Joe Proctor  Justin Salas
2601,John Lineker Alptekin Ozkilic,1  0,133 of 327  88 of 230,40%  38%,134 of 328  94 of 237,2 of 4  1 of 4,50%  25%,0  0,0  1,0  0,133 of 327  88 of 230,84 of 250  73 of 202,42 of 70  8 of 21,7 of 7  7 of 7,125 of 309  84 of 217,6 of 15  4 of 13,2 of 3  0 of 0,John Lineker  Alptekin Ozkilic
2602,Lucas Martins Alex White,1  0,53 of 140  42 of 159,37%  26%,53 of 140  42 of 159,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,53 of 140  42 of 159,36 of 116  20 of 115,7 of 12  20 of 42,10 of 12  2 of 2,50 of 137  41 of 157,0 of 0  1 of 2,3 of 3  0 of 0,Lucas Martins  Alex White
2603,Gleison Tibau Pat Healy,0  0,44 of 93  54 of 132,47%  40%,87 of 143  86 of 168,4 of 6  0 of 3,66%  0%,0  0,2  0,0  0,44 of 93  54 of 132,37 of 82  26 of 94,3 of 6  23 of 33,4 of 5  5 of 5,30 of 67  37 of 103,6 of 16  17 of 29,8 of 10  0 of 0,Gleison Tibau  Pat Healy
2604,Jessamyn Duke Leslie Smith,0  1,16 of 36  36 of 59,44%  61%,16 of 36  36 of 59,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,16 of 36  36 of 59,6 of 25  21 of 43,5 of 6  8 of 9,5 of 5  7 of 7,14 of 32  18 of 36,2 of 4  18 of 23,0 of 0  0 of 0,Leslie Smith  Jessamyn Duke
2605,Hugo Viana Aljamain Sterling,0  0,15 of 46  62 of 98,32%  63%,22 of 54  94 of 132,0 of 0  4 of 4,0%  100%,0  0,0  5,0  0,15 of 46  62 of 98,9 of 36  39 of 67,2 of 6  16 of 21,4 of 4  7 of 10,12 of 43  10 of 32,3 of 3  12 of 14,0 of 0  40 of 52,Aljamain Sterling  Hugo Viana
2606,Yosdenis Cedeno Jerrod Sanders,1  0,13 of 21  2 of 3,61%  66%,27 of 38  3 of 5,0 of 0  0 of 0,0%  0%,0  0,1  0,1  1,13 of 21  2 of 3,8 of 16  1 of 2,4 of 4  1 of 1,1 of 1  0 of 0,1 of 1  1 of 1,1 of 1  0 of 0,11 of 19  1 of 2,Yosdenis Cedeno  Jerrod Sanders
2607,Claudia Gadelha Tina Lahdemaki,0  0,70 of 164  29 of 141,42%  20%,132 of 228  49 of 170,5 of 6  0 of 0,83%  0%,2  0,5  0,0  0,70 of 164  29 of 141,49 of 132  21 of 123,13 of 24  5 of 12,8 of 8  3 of 6,41 of 120  26 of 134,4 of 8  3 of 7,25 of 36  0 of 0,Claudia Gadelha  Tina Lahdemaki
2608,Frankie Edgar BJ Penn,0  0,90 of 162  13 of 66,55%  19%,159 of 236  60 of 116,3 of 3  0 of 0,100%  0%,0  0,3  0,0  0,90 of 162  13 of 66,76 of 142  13 of 66,6 of 10  0 of 0,8 of 10  0 of 0,32 of 81  13 of 63,0 of 1  0 of 3,58 of 80  0 of 0,Frankie Edgar  BJ Penn
2609,Corey Anderson Matt Van Buren,0  0,24 of 37  2 of 10,64%  20%,28 of 45  2 of 10,2 of 2  0 of 0,100%  0%,0  0,0  0,0  0,24 of 37  2 of 10,22 of 33  1 of 8,2 of 3  1 of 1,0 of 1  0 of 1,9 of 14  2 of 9,7 of 13  0 of 1,8 of 10  0 of 0,Corey Anderson  Matt Van Buren
2610,Dhiego Lima Eddie Gordon,0  1,5 of 10  22 of 42,50%  52%,5 of 10  22 of 42,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,5 of 10  22 of 42,4 of 9  22 of 42,0 of 0  0 of 0,1 of 1  0 of 0,5 of 10  6 of 19,0 of 0  1 of 2,0 of 0  15 of 21,Eddie Gordon  Dhiego Lima
2611,Derrick Lewis Guto Inocente,0  0,6 of 16  6 of 8,37%  75%,7 of 17  8 of 10,1 of 2  0 of 0,50%  0%,0  0,0  0,0  0,6 of 16  6 of 8,4 of 12  0 of 2,2 of 2  5 of 5,0 of 2  1 of 1,1 of 9  3 of 5,2 of 3  3 of 3,3 of 4  0 of 0,Derrick Lewis  Guto Inocente
2612,Justin Scoggins Dustin Ortiz,0  0,24 of 37  39 of 64,64%  60%,32 of 45  100 of 134,5 of 8  2 of 7,62%  28%,3  0,1  3,0  2,24 of 37  39 of 64,16 of 25  19 of 40,5 of 7  20 of 22,3 of 5  0 of 2,10 of 22  9 of 26,11 of 12  13 of 15,3 of 3  17 of 23,Dustin Ortiz  Justin Scoggins
2613,Jesse Ronson Kevin Lee,0  0,48 of 100  49 of 110,48%  44%,51 of 105  66 of 128,1 of 2  4 of 12,50%  33%,1  0,0  3,0  1,48 of 100  49 of 110,27 of 72  33 of 90,9 of 12  16 of 20,12 of 16  0 of 0,45 of 93  36 of 94,3 of 7  7 of 10,0 of 0  6 of 6,Kevin Lee  Jesse Ronson
2614,Jumabieke Tuerxun Leandro Issa,0  0,33 of 127  44 of 139,25%  31%,40 of 134  71 of 170,0 of 0  2 of 8,0%  25%,0  3,0  5,0  1,33 of 127  44 of 139,24 of 107  23 of 113,5 of 15  4 of 7,4 of 5  17 of 19,31 of 124  42 of 135,0 of 1  0 of 0,2 of 2  2 of 4,Leandro Issa  Jumabieke Tuerxun
2615,Adriano Martins Juan Puig,1  0,9 of 24  13 of 51,37%  25%,10 of 25  13 of 51,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,9 of 24  13 of 51,9 of 24  4 of 37,0 of 0  1 of 1,0 of 0  8 of 13,9 of 22  13 of 51,0 of 2  0 of 0,0 of 0  0 of 0,Adriano Martins  Juan Puig
2616,Patrick Walsh Daniel Spohn,0  0,11 of 24  24 of 51,45%  47%,110 of 127  52 of 80,5 of 7  0 of 1,71%  0%,3  2,7  2,0  0,11 of 24  24 of 51,11 of 24  20 of 46,0 of 0  1 of 1,0 of 0  3 of 4,4 of 12  17 of 40,1 of 1  6 of 10,6 of 11  1 of 1,Patrick Walsh  Daniel Spohn
2617,Sarah Moras Alexis Dufresne,0  0,15 of 34  12 of 28,44%  42%,123 of 149  65 of 86,1 of 2  3 of 3,50%  100%,0  0,0  7,1  1,15 of 34  12 of 28,12 of 29  5 of 21,1 of 3  5 of 5,2 of 2  2 of 2,8 of 21  5 of 11,4 of 8  0 of 0,3 of 5  7 of 17,Sarah Moras  Alexis Dufresne
2618,Chris Weidman Lyoto Machida,0  0,65 of 177  58 of 139,36%  41%,90 of 206  63 of 145,5 of 13  0 of 0,38%  0%,0  0,2  0,0  0,65 of 177  58 of 139,47 of 136  39 of 107,7 of 24  15 of 26,11 of 17  4 of 6,51 of 156  51 of 130,8 of 12  7 of 8,6 of 9  0 of 1,Chris Weidman  Lyoto Machida
2619,Ronda Rousey Alexis Davis,0  0,14 of 16  2 of 6,87%  33%,14 of 16  2 of 6,1 of 1  0 of 0,100%  0%,0  0,1  0,0  0,14 of 16  2 of 6,13 of 15  2 of 6,1 of 1  0 of 0,0 of 0  0 of 0,4 of 6  2 of 6,1 of 1  0 of 0,9 of 9  0 of 0,Ronda Rousey  Alexis Davis
2620,Uriah Hall Thiago Santos,0  0,42 of 113  44 of 129,37%  34%,42 of 113  48 of 133,1 of 1  0 of 2,100%  0%,1  0,0  0,0  0,42 of 113  44 of 129,22 of 80  8 of 71,4 of 15  4 of 17,16 of 18  32 of 41,40 of 107  36 of 120,1 of 2  5 of 5,1 of 4  3 of 4,Uriah Hall  Thiago Santos
2621,Marcus Brimage Russell Doane,0  0,27 of 75  24 of 72,36%  33%,33 of 81  37 of 86,2 of 2  3 of 9,100%  33%,0  0,0  2,0  0,27 of 75  24 of 72,9 of 52  15 of 62,2 of 3  8 of 9,16 of 20  1 of 1,24 of 71  14 of 62,3 of 4  5 of 5,0 of 0  5 of 5,Russell Doane  Marcus Brimage
2622,Urijah Faber Alex Caceres,0  0,20 of 38  20 of 45,52%  44%,41 of 62  35 of 62,5 of 12  0 of 0,41%  0%,1  0,1  0,0  0,20 of 38  20 of 45,16 of 31  10 of 32,3 of 6  5 of 7,1 of 1  5 of 6,6 of 19  13 of 31,6 of 9  6 of 9,8 of 10  1 of 5,Urijah Faber  Alex Caceres
2623,Kenny Robertson Ildemar Alcantara,0  0,70 of 110  22 of 65,63%  33%,135 of 195  25 of 71,3 of 10  1 of 2,30%  50%,2  0,3  0,1  0,70 of 110  22 of 65,46 of 85  14 of 56,5 of 6  7 of 8,19 of 19  1 of 1,25 of 48  15 of 56,9 of 11  5 of 5,36 of 51  2 of 4,Kenny Robertson  Ildemar Alcantara
2624,Chris Camozzi Bruno Santos,0  0,42 of 85  25 of 51,49%  49%,67 of 111  45 of 82,0 of 1  4 of 6,0%  66%,1  0,0  7,0  0,42 of 85  25 of 51,25 of 65  13 of 36,9 of 11  4 of 7,8 of 9  8 of 8,27 of 66  11 of 33,4 of 6  11 of 11,11 of 13  3 of 7,Bruno Santos  Chris Camozzi
2625,George Roop Rob Font,0  1,10 of 37  12 of 23,27%  52%,10 of 37  12 of 23,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,10 of 37  12 of 23,5 of 28  7 of 18,2 of 5  2 of 2,3 of 4  3 of 3,9 of 34  9 of 19,1 of 3  2 of 2,0 of 0  1 of 2,Rob Font  George Roop
2626,Luke Zachrich Guilherme Vasconcelos,0  0,66 of 226  49 of 166,29%  29%,66 of 226  49 of 166,1 of 1  0 of 3,100%  0%,0  0,0  0,0  0,66 of 226  49 of 166,49 of 205  29 of 135,8 of 11  9 of 19,9 of 10  11 of 12,66 of 223  48 of 164,0 of 3  1 of 2,0 of 0  0 of 0,Luke Zachrich  Guilherme Vasconcelos
2627,Cub Swanson Jeremy Stephens,0  0,87 of 219  65 of 228,39%  28%,103 of 236  76 of 239,0 of 0  2 of 8,0%  25%,0  0,0  0,0  0,87 of 219  65 of 228,57 of 171  41 of 190,9 of 17  8 of 13,21 of 31  16 of 25,83 of 215  63 of 220,4 of 4  2 of 7,0 of 0  0 of 1,Cub Swanson  Jeremy Stephens
2628,Kelvin Gastelum Nico Musoke,0  0,67 of 174  36 of 128,38%  28%,97 of 207  42 of 134,0 of 0  2 of 6,0%  33%,0  0,0  1,1  0,67 of 174  36 of 128,46 of 145  27 of 112,16 of 22  7 of 14,5 of 7  2 of 2,55 of 151  34 of 123,10 of 21  2 of 5,2 of 2  0 of 0,Kelvin Gastelum  Nico Musoke
2629,Cezar Ferreira Andrew Craig,0  1,20 of 61  16 of 67,32%  23%,31 of 72  56 of 114,2 of 4  0 of 1,50%  0%,0  0,1  0,0  0,20 of 61  16 of 67,6 of 39  12 of 59,11 of 19  2 of 3,3 of 3  2 of 5,16 of 57  13 of 61,1 of 1  0 of 3,3 of 3  3 of 3,Cezar Ferreira  Andrew Craig
2630,Ricardo Lamas Hacran Dias,0  0,33 of 94  31 of 74,35%  41%,50 of 111  57 of 100,2 of 11  2 of 5,18%  40%,1  0,2  0,1  0,33 of 94  31 of 74,10 of 62  17 of 55,8 of 12  8 of 11,15 of 20  6 of 8,16 of 75  26 of 69,17 of 19  5 of 5,0 of 0  0 of 0,Ricardo Lamas  Hacran Dias
2631,Clint Hester Antonio Braga Neto,0  0,40 of 78  16 of 32,51%  50%,50 of 88  73 of 95,1 of 1  3 of 8,100%  37%,0  0,0  7,1  1,40 of 78  16 of 32,27 of 61  15 of 31,12 of 14  1 of 1,1 of 3  0 of 0,36 of 70  5 of 20,0 of 1  1 of 1,4 of 7  10 of 11,Clint Hester  Antonio Braga Neto
2632,Joe Ellenberger James Moontasri,0  1,22 of 37  35 of 67,59%  52%,50 of 73  119 of 163,3 of 10  0 of 0,30%  0%,2  0,1  1,0  0,22 of 37  35 of 67,17 of 31  31 of 63,4 of 5  4 of 4,1 of 1  0 of 0,6 of 17  11 of 26,4 of 5  1 of 2,12 of 15  23 of 39,Joe Ellenberger  James Moontasri
2633,Colton Smith Diego Ferreira,0  0,2 of 3  7 of 10,66%  70%,2 of 3  7 of 10,0 of 0  1 of 1,0%  100%,0  1,0  1,0  0,2 of 3  7 of 10,0 of 1  4 of 6,1 of 1  3 of 4,1 of 1  0 of 0,0 of 1  2 of 4,2 of 2  3 of 3,0 of 0  2 of 3,Diego Ferreira  Colton Smith
2634,Johnny Bedford Cody Gibson,0  1,7 of 11  3 of 8,63%  37%,7 of 11  3 of 8,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,7 of 11  3 of 8,5 of 9  2 of 6,2 of 2  0 of 1,0 of 0  1 of 1,3 of 4  2 of 5,4 of 7  1 of 2,0 of 0  0 of 1,Cody Gibson  Johnny Bedford
2635,Marcelo Guimaraes Andy Enz,0  0,78 of 166  42 of 229,46%  18%,85 of 174  51 of 239,3 of 9  0 of 0,33%  0%,0  0,0  0,0  0,78 of 166  42 of 229,25 of 99  28 of 206,15 of 24  5 of 13,38 of 43  9 of 10,70 of 152  40 of 226,8 of 14  2 of 3,0 of 0  0 of 0,Marcelo Guimaraes  Andy Enz
2636,Ray Borg Shane Howell,0  0,2 of 3  0 of 3,66%  0%,6 of 8  2 of 5,1 of 1  0 of 0,100%  0%,2  0,2  0,0  0,2 of 3  0 of 3,1 of 2  0 of 3,0 of 0  0 of 0,1 of 1  0 of 0,2 of 3  0 of 3,0 of 0  0 of 0,0 of 0  0 of 0,Ray Borg  Shane Howell
2637,Aleksei Oleinik Anthony Hamilton,0  0,10 of 22  6 of 14,45%  42%,13 of 26  6 of 14,1 of 4  0 of 1,25%  0%,1  0,1  0,0  0,10 of 22  6 of 14,6 of 18  5 of 13,4 of 4  1 of 1,0 of 0  0 of 0,7 of 18  5 of 12,3 of 4  1 of 2,0 of 0  0 of 0,Aleksei Oleinik  Anthony Hamilton
2638,James Te Huna Nate Marquardt,0  1,6 of 10  17 of 27,60%  62%,17 of 21  29 of 40,0 of 1  2 of 2,0%  100%,0  1,0  2,0  0,6 of 10  17 of 27,1 of 4  15 of 23,3 of 4  2 of 3,2 of 2  0 of 1,0 of 2  3 of 9,6 of 8  2 of 4,0 of 0  12 of 14,Nate Marquardt  James Te Huna
2639,Soa Palelei Jared Rosholt,0  0,11 of 25  43 of 58,44%  74%,46 of 62  148 of 177,0 of 5  1 of 4,0%  25%,0  0,1  2,0  0,11 of 25  43 of 58,8 of 20  16 of 28,1 of 2  9 of 11,2 of 3  18 of 19,4 of 16  4 of 15,3 of 5  24 of 27,4 of 4  15 of 16,Jared Rosholt  Soa Palelei
2640,Hatsu Hioki Charles Oliveira,0  0,11 of 27  24 of 38,40%  63%,31 of 51  33 of 52,3 of 4  3 of 5,75%  60%,0  2,6  0,0  0,11 of 27  24 of 38,7 of 21  10 of 23,4 of 6  10 of 11,0 of 0  4 of 4,6 of 17  3 of 14,2 of 3  14 of 17,3 of 7  7 of 7,Charles Oliveira  Hatsu Hioki
2641,Robert Whittaker Mike Rhodes,0  0,66 of 183  47 of 146,36%  32%,93 of 213  52 of 153,1 of 1  0 of 2,100%  0%,0  0,1  0,0  0,66 of 183  47 of 146,46 of 163  25 of 115,10 of 10  4 of 8,10 of 10  18 of 23,62 of 177  44 of 142,3 of 4  3 of 4,1 of 2  0 of 0,Robert Whittaker  Mike Rhodes
2642,Jake Matthews Dashon Johnson,0  0,60 of 85  11 of 15,70%  73%,137 of 167  24 of 28,4 of 11  0 of 1,36%  0%,1  1,4  0,0  1,60 of 85  11 of 15,51 of 76  8 of 12,5 of 5  2 of 2,4 of 4  1 of 1,4 of 22  5 of 9,10 of 10  6 of 6,46 of 53  0 of 0,Jake Matthews  Dashon Johnson
2643,Richie Vaculik Roldan Sangcha-an,0  0,27 of 50  36 of 81,54%  44%,55 of 82  40 of 85,4 of 15  1 of 2,26%  50%,2  0,7  1,1  1,27 of 50  36 of 81,12 of 32  15 of 56,9 of 9  4 of 6,6 of 9  17 of 19,16 of 38  33 of 76,9 of 10  3 of 5,2 of 2  0 of 0,Richie Vaculik  Roldan Sangcha-an
2644,Chris Indich Vik Grujic,0  0,14 of 35  15 of 30,40%  50%,20 of 42  24 of 39,1 of 1  1 of 3,100%  33%,0  0,0  2,0  0,14 of 35  15 of 30,3 of 21  12 of 27,6 of 7  1 of 1,5 of 7  2 of 2,6 of 25  10 of 21,8 of 10  5 of 8,0 of 0  0 of 1,Vik Grujic  Chris Indich
2645,Neil Magny Rodrigo de Lima,1  0,30 of 55  5 of 14,54%  35%,31 of 57  30 of 41,2 of 2  1 of 3,100%  33%,0  2,0  3,0  1,30 of 55  5 of 14,29 of 54  0 of 8,1 of 1  1 of 2,0 of 0  4 of 4,30 of 55  3 of 12,0 of 0  0 of 0,0 of 0  2 of 2,Neil Magny  Rodrigo de Lima
2646,Dan Hooker Ian Entwistle,0  0,12 of 18  1 of 9,66%  11%,51 of 67  1 of 9,0 of 0  0 of 2,0%  0%,0  3,0  0,0  0,12 of 18  1 of 9,11 of 17  0 of 8,1 of 1  1 of 1,0 of 0  0 of 0,3 of 5  0 of 8,1 of 1  1 of 1,8 of 12  0 of 0,Dan Hooker  Ian Entwistle
2647,Gian Villante Sean O'Connell,0  1,93 of 164  109 of 228,56%  47%,120 of 194  153 of 276,0 of 1  0 of 4,0%  0%,0  2,0  0,0  0,93 of 164  109 of 228,55 of 122  70 of 183,23 of 25  17 of 22,15 of 17  22 of 23,74 of 142  92 of 209,19 of 22  17 of 19,0 of 0  0 of 0,Gian Villante  Sean O'Connell
2648,Demetrious Johnson Ali Bagautinov,0  0,133 of 215  36 of 122,61%  29%,164 of 248  66 of 158,0 of 4  2 of 12,0%  16%,0  0,0  0,0  0,133 of 215  36 of 122,51 of 109  9 of 79,41 of 52  24 of 31,41 of 54  3 of 12,59 of 120  11 of 81,73 of 94  25 of 41,1 of 1  0 of 0,Demetrious Johnson  Ali Bagautinov
2649,Rory MacDonald Tyron Woodley,0  0,49 of 150  26 of 81,32%  32%,97 of 202  38 of 94,1 of 2  0 of 2,50%  0%,0  0,1  0,0  0,49 of 150  26 of 81,29 of 115  10 of 61,19 of 31  9 of 13,1 of 4  7 of 7,46 of 145  18 of 69,1 of 1  8 of 12,2 of 4  0 of 0,Rory MacDonald  Tyron Woodley
2650,Ryan Bader Rafael Feijao,0  0,53 of 94  10 of 37,56%  27%,107 of 154  20 of 47,7 of 16  0 of 0,43%  0%,0  0,2  0,0  0,53 of 94  10 of 37,22 of 61  10 of 34,16 of 18  0 of 1,15 of 15  0 of 2,17 of 49  7 of 31,10 of 13  3 of 5,26 of 32  0 of 1,Ryan Bader  Rafael Feijao
2651,Andrei Arlovski Brendan Schaub,0  0,12 of 55  30 of 88,21%  34%,40 of 86  65 of 136,0 of 1  1 of 5,0%  20%,0  0,0  0,0  0,12 of 55  30 of 88,6 of 43  23 of 77,3 of 6  7 of 11,3 of 6  0 of 0,11 of 50  15 of 48,1 of 5  3 of 8,0 of 0  12 of 32,Andrei Arlovski  Brendan Schaub
2652,Ovince Saint Preux Ryan Jimmo,0  0,14 of 34  15 of 29,41%  51%,20 of 40  19 of 34,2 of 4  0 of 1,50%  0%,1  0,3  0,0  0,14 of 34  15 of 29,7 of 26  4 of 15,3 of 3  3 of 5,4 of 5  8 of 9,11 of 29  13 of 27,2 of 4  2 of 2,1 of 1  0 of 0,Ovince Saint Preux  Ryan Jimmo
2653,Daniel Sarafian Kiichi Kunimoto,0  0,3 of 4  5 of 10,75%  50%,3 of 4  9 of 14,0 of 0  1 of 3,0%  33%,1  1,0  3,0  0,3 of 4  5 of 10,3 of 4  1 of 6,0 of 0  0 of 0,0 of 0  4 of 4,3 of 4  5 of 9,0 of 0  0 of 0,0 of 0  0 of 1,Kiichi Kunimoto  Daniel Sarafian
2654,Valerie Letourneau Elizabeth Phillips,0  0,104 of 275  67 of 270,37%  24%,106 of 278  69 of 272,0 of 2  0 of 3,0%  0%,0  0,0  0,0  0,104 of 275  67 of 270,85 of 246  57 of 249,17 of 25  6 of 17,2 of 4  4 of 4,94 of 248  64 of 254,10 of 27  3 of 16,0 of 0  0 of 0,Valerie Letourneau  Elizabeth Phillips
