,fight,loser,odds_l,odds_w,winner,FIGHTERS
2409,Jorge Masvidal vs James Krause,James-Krause,3.95,1.33,Jorge-Masvidal,James-Krause vs. Jorge-Masvidal
2410,Stephen Thompson vs Patrick Cote,Patrick-Cote,4.4,1.29,Stephen-Thompson,Patrick-Cote vs. Stephen-Thompson
2411,Brian Ebersole vs John Howard,John-Howard,1.5,3.2,Brian-Ebersole,Brian-Ebersole vs. John-Howard
2412,Kevin Lee vs Jon Tuck,Jon-Tuck,3.2,1.44,Kevin-Lee,Jon-Tuck vs. Kevin-Lee
2413,Manny Gamburyan vs Cody Gibson,Cody-Gibson,1.65,2.55,Manny-Gamburyan,Cody-Gibson vs. Manny-Gamburyan
2414,Mark Hunt vs Roy Nelson,Roy-Nelson,2.14,2.1,Mark-Hunt,Mark-Hunt vs. Roy-Nelson
2415,Myles Jury vs Takanori Gomi,Takanori-Gomi,6.05,1.18,Myles-Jury,Myles-Jury vs. Takanori-Gomi
2416,Yoshihiro Akiyama vs Amir Sadollah,Amir-Sadollah,2.77,1.65,Yoshihiro-Akiyama,Amir-Sadollah vs. Yoshihiro-Akiyama
2417,Miesha Tate vs Rin Nakai,Rin-Nakai,3.9,1.34,Miesha-Tate,Miesha-Tate vs. Rin-Nakai
2418,Kiichi Kunimoto vs Richard Walsh,Richard-Walsh,3.15,1.43,Kiichi-Kunimoto,Kiichi-Kunimoto vs. Richard-Walsh
2419,Kyoji Horiguchi vs Jon delos Reyes,Jon-delos-Reyes,6.5,1.17,Kyoji-Horiguchi,Jon-delos-Reyes vs. Kyoji-Horiguchi
2420,Masanori Kanehara vs Alex Caceres,Alex-Caceres,1.35,3.65,Masanori-Kanehara,Alex-Caceres vs. Masanori-Kanehara
2421,Katsunori Kikuno vs Sam Sicilia,Sam-Sicilia,2.35,1.72,Katsunori-Kikuno,Katsunori-Kikuno vs. Sam-Sicilia
2422,Hyun Gyu Lim vs Takenori Sato,Takenori-Sato,6.55,1.17,Hyun-Gyu-Lim,Hyun-Gyu-Lim vs. Takenori-Sato
2423,Kyung Ho Kang vs Michinori Tanaka,Michinori-Tanaka,1.67,2.47,Kyung-Ho-Kang,Kyung-Ho-Kang vs. Michinori-Tanaka
2424,Johnny Case vs Kazuki Tokudome,Kazuki-Tokudome,1.77,2.28,Johnny-Case,Johnny-Case vs. Kazuki-Tokudome
2425,Maximo Blanco vs Daniel Hooker,Daniel-Hooker,2.35,1.75,Maximo-Blanco,Daniel-Hooker vs. Maximo-Blanco
2426,Andrei Arlovski vs Antonio Silva,Antonio-Silva,1.24,4.8,Andrei-Arlovski,Andrei-Arlovski vs. Antonio-Silva
2427,Gleison Tibau vs Piotr Hallmann,Piotr-Hallmann,3.5,1.43,Gleison-Tibau,Gleison-Tibau vs. Piotr-Hallmann
2428,Leonardo Santos vs Efrain Escudero,Efrain-Escudero,3.25,1.48,Leonardo-Santos,Efrain-Escudero vs. Leonardo-Santos
2429,Santiago Ponzinibbio vs Wendell Oliveira,Wendell-Oliveira,2.0,1.95,Santiago-Ponzinibbio,Santiago-Ponzinibbio vs. Wendell-Oliveira
2430,Yuri Alcantara vs Russell Doane,Russell-Doane,3.85,1.32,Yuri-Alcantara,Russell-Doane vs. Yuri-Alcantara
2431,Jessica Andrade vs Larissa Pacheco,Larissa-Pacheco,2.05,1.91,Jessica-Andrade,Jessica-Andrade vs. Larissa-Pacheco
2432,Godofredo Pepey vs Dashon Johnson,Dashon-Johnson,2.25,1.77,Godofredo-Pepey,Dashon-Johnson vs. Godofredo-Pepey
2433,George Sullivan vs Igor Araujo,Igor-Araujo,1.77,2.35,George-Sullivan,George-Sullivan vs. Igor-Araujo
2434,Francisco Trinaldo vs Leandro Silva,Leandro-Silva,2.71,1.57,Francisco-Trinaldo,Francisco-Trinaldo vs. Leandro-Silva
2435,Sean Spencer vs Paulo Thiago,Paulo-Thiago,3.15,1.5,Sean-Spencer,Paulo-Thiago vs. Sean-Spencer
2436,Rani Yahya vs Johnny Bedford,Johnny-Bedford,1.8,2.25,Rani-Yahya,Johnny-Bedford vs. Rani-Yahya
2437,T.J. Dillashaw vs Joe Soto,Joe-Soto,10.0,1.1,T.J.-Dillashaw,Joe-Soto vs. T.J.-Dillashaw
2438,Tony Ferguson vs Danny Castillo,Danny-Castillo,3.45,1.42,Tony-Ferguson,Danny-Castillo vs. Tony-Ferguson
2439,Bethe Correia vs Shayna Baszler,Shayna-Baszler,2.4,1.7,Bethe-Correia,Bethe-Correia vs. Shayna-Baszler
2440,Carlos Diego Ferreira vs Ramsey Nijem,Ramsey-Nijem,2.7,1.56,Carlos-Diego-Ferreira,Carlos-Diego-Ferreira vs. Ramsey-Nijem
2441,Yancy Medeiros vs Damon Jackson,Damon-Jackson,2.05,1.95,Yancy-Medeiros,Damon-Jackson vs. Yancy-Medeiros
2442,Derek Brunson vs Lorenz Larkin,Lorenz-Larkin,2.65,1.61,Derek-Brunson,Derek-Brunson vs. Lorenz-Larkin
2443,Anthony Hamilton vs Ruan Potts,Ruan-Potts,3.05,1.45,Anthony-Hamilton,Anthony-Hamilton vs. Ruan-Potts
2444,Chris Wade vs Cain Carrizosa,Cain-Carrizosa,2.38,1.71,Chris-Wade,Cain-Carrizosa vs. Chris-Wade
2445,Michael Bisping vs Cung Le,Cung-Le,3.55,1.43,Michael-Bisping,Cung-Le vs. Michael-Bisping
2446,Tyron Woodley vs Dong Hyun Kim,Dong-Hyun-Kim,2.9,1.55,Tyron-Woodley,Dong-Hyun-Kim vs. Tyron-Woodley
2447,Zhang Lipeng vs Brendan O'Reilly,Brendan-O'Reilly,1.79,2.4,Zhang-Lipeng,"[""Brendan-O'Reilly"", 'Zhang-Lipeng"
2448,Ning Guangyou vs Yang Jianping,Yang-Jianping,1.5,3.07,Ning-Guangyou,Ning-Guangyou vs. Yang-Jianping
2449,Wang Sai vs Danny Mitchell,Danny-Mitchell,1.53,2.84,Wang-Sai,Danny-Mitchell vs. Wang-Sai
2450,Alberto Mina vs Shinsho Anzai,Shinsho-Anzai,3.31,1.45,Alberto-Mina,Alberto-Mina vs. Shinsho-Anzai
2451,Yuta Sasaki vs Roland Delorme,Roland-Delorme,2.35,1.71,Yuta-Sasaki,Roland-Delorme vs. Yuta-Sasaki
2452,Colby Covington vs Wang Anying,Wang-Anying,5.2,1.24,Colby-Covington,Colby-Covington vs. Wang-Anying
2453,Royston Wee vs Zhuikui Yao,Zhuikui-Yao,3.4,1.45,Royston-Wee,Royston-Wee vs. Zhuikui-Yao
2454,Milana Dudieva vs Elizabeth Phillips,Elizabeth-Phillips,2.33,1.71,Milana-Dudieva,Elizabeth-Phillips vs. Milana-Dudieva
2455,Robbie Lawler vs Matt Brown,Matt-Brown,5.0,1.35,Robbie-Lawler,Matt-Brown vs. Robbie-Lawler
2456,Anthony Johnson vs Rogerio Nogueira,Rogerio-Nogueira,6.4,1.17,Anthony-Johnson,Anthony-Johnson vs. Rogerio-Nogueira
2457,Dennis Bermudez vs Clay Guida,Clay-Guida,2.85,1.62,Dennis-Bermudez,Clay-Guida vs. Dennis-Bermudez
2458,Bobby Green vs Josh Thomson,Josh-Thomson,1.31,4.45,Bobby-Green,Bobby-Green vs. Josh-Thomson
2459,Jorge Masvidal vs Daron Cruickshank,Daron-Cruickshank,3.15,1.47,Jorge-Masvidal,Daron-Cruickshank vs. Jorge-Masvidal
2460,Patrick Cummins vs Kyle Kingsbury,Kyle-Kingsbury,3.05,1.5,Patrick-Cummins,Kyle-Kingsbury vs. Patrick-Cummins
2461,Tim Means vs Hernani Perpetuo,Hernani-Perpetuo,3.0,1.56,Tim-Means,Hernani-Perpetuo vs. Tim-Means
2462,Brian Ortega vs Mike de la Torre,Mike-de-la-Torre,2.81,1.59,Brian-Ortega,Brian-Ortega vs. Mike-de-la-Torre
2463,Tiago Trator vs Akbarh Arreola,Akbarh-Arreola,3.75,1.4,Tiago-Trator,Akbarh-Arreola vs. Tiago-Trator
2464,Gilbert Burns vs Andreas Stahl,Andreas-Stahl,2.47,1.69,Gilbert-Burns,Andreas-Stahl vs. Gilbert-Burns
2465,Joanna Jedrzejczyk vs Juliana Lima,Juliana-Lima,3.85,1.32,Joanna-Jedrzejczyk,Joanna-Jedrzejczyk vs. Juliana-Lima
2466,Noad Lahat vs Steven Siler,Steven-Siler,1.48,3.07,Noad-Lahat,Noad-Lahat vs. Steven-Siler
2467,Conor McGregor vs Diego Brandao,Diego-Brandao,6.6,1.18,Conor-McGregor,Conor-McGregor vs. Diego-Brandao
2468,Gunnar Nelson vs Zak Cummings,Zak-Cummings,7.6,1.16,Gunnar-Nelson,Gunnar-Nelson vs. Zak-Cummings
2469,Ian McCall vs Brad Pickett,Brad-Pickett,2.5,1.67,Ian-McCall,Brad-Pickett vs. Ian-McCall
2470,Norman Parke vs Naoyuki Kotani,Naoyuki-Kotani,5.15,1.25,Norman-Parke,Naoyuki-Kotani vs. Norman-Parke
2471,Ilir Latifi vs Chris Dempsey,Chris-Dempsey,3.65,1.38,Ilir-Latifi,Chris-Dempsey vs. Ilir-Latifi
2472,Neil Seery vs Phil Harris,Phil-Harris,2.45,1.65,Neil-Seery,Neil-Seery vs. Phil-Harris
2473,Cathal Pendred vs Mike King,Mike-King,2.3,1.77,Cathal-Pendred,Cathal-Pendred vs. Mike-King
2474,Trevor Smith vs Tor Troeng,Tor-Troeng,1.65,2.45,Trevor-Smith,Tor-Troeng vs. Trevor-Smith
2475,Nikita Krylov vs Cody Donovan,Cody-Donovan,2.2,1.87,Nikita-Krylov,Cody-Donovan vs. Nikita-Krylov
2476,Patrick Holohan vs Josh Sampo,Josh-Sampo,1.44,3.25,Patrick-Holohan,Josh-Sampo vs. Patrick-Holohan
2477,Cub Swanson vs Jeremy Stephens,Jeremy-Stephens,3.07,1.47,Cub-Swanson,Cub-Swanson vs. Jeremy-Stephens
2478,Kelvin Gastelum vs Nico Musoke,Nico-Musoke,3.9,1.36,Kelvin-Gastelum,Kelvin-Gastelum vs. Nico-Musoke
2479,Cezar Ferreira vs Andrew Craig,Andrew-Craig,3.9,1.38,Cezar-Ferreira,Andrew-Craig vs. Cezar-Ferreira
2480,Ricardo Lamas vs Hacran Dias,Hacran-Dias,3.48,1.4,Ricardo-Lamas,Hacran-Dias vs. Ricardo-Lamas
2481,Clint Hester vs Antonio Braga Neto,Antonio-Braga-Neto,1.67,2.45,Clint-Hester,Antonio-Braga-Neto vs. Clint-Hester
2482,Joe Ellenberger vs James Moontasri,James-Moontasri,2.8,1.57,Joe-Ellenberger,James-Moontasri vs. Joe-Ellenberger
2483,Carlos Diego Ferreira vs Colton Smith,Colton-Smith,2.75,1.54,Carlos-Diego-Ferreira,Carlos-Diego-Ferreira vs. Colton-Smith
2484,Cody Gibson vs Johnny Bedford,Johnny-Bedford,1.59,2.77,Cody-Gibson,Cody-Gibson vs. Johnny-Bedford
2485,Marcelo Guimaraes vs Andy Enz,Andy-Enz,1.53,2.95,Marcelo-Guimaraes,Andy-Enz vs. Marcelo-Guimaraes
2486,Ray Borg vs Shane Howell,Shane-Howell,5.1,1.24,Ray-Borg,Ray-Borg vs. Shane-Howell
2487,Aleksei Oleinik vs Anthony Hamilton,Anthony-Hamilton,2.3,1.73,Aleksei-Oleinik,Aleksei-Oleinik vs. Anthony-Hamilton
2488,Demetrious Johnson vs Ali Bagautinov,Ali-Bagautinov,6.6,1.18,Demetrious-Johnson,Ali-Bagautinov vs. Demetrious-Johnson
2489,Rory MacDonald vs Tyron Woodley,Tyron-Woodley,2.05,1.95,Rory-MacDonald,Rory-MacDonald vs. Tyron-Woodley
2490,Ryan Bader vs Rafael Cavalcante,Rafael-Cavalcante,2.55,1.63,Ryan-Bader,Rafael-Cavalcante vs. Ryan-Bader
2491,Andrei Arlovski vs Brendan Schaub,Brendan-Schaub,1.71,2.4,Andrei-Arlovski,Andrei-Arlovski vs. Brendan-Schaub
2492,Ovince St Preux vs Ryan Jimmo,Ryan-Jimmo,2.6,1.62,Ovince-St-Preux,Ovince-St-Preux vs. Ryan-Jimmo
2493,Kiichi Kunimoto vs Daniel Sarafian,Daniel-Sarafian,1.22,5.15,Kiichi-Kunimoto,Daniel-Sarafian vs. Kiichi-Kunimoto
2494,Valerie Letourneau vs Elizabeth Phillips,Elizabeth-Phillips,1.83,2.25,Valerie-Letourneau,Elizabeth-Phillips vs. Valerie-Letourneau
2495,Yves Jabouin vs Mike Easton,Mike-Easton,1.47,3.0,Yves-Jabouin,Mike-Easton vs. Yves-Jabouin
2496,Tae Hyun Bang vs Kajan Johnson,Kajan-Johnson,1.56,2.7,Tae-Hyun-Bang,Kajan-Johnson vs. Tae-Hyun-Bang
2497,Michinori Tanaka vs Roland Delorme,Roland-Delorme,2.4,1.67,Michinori-Tanaka,Michinori-Tanaka vs. Roland-Delorme
2498,Jason Saggo vs Josh Shockley,Josh-Shockley,1.95,2.0,Jason-Saggo,Jason-Saggo vs. Josh-Shockley
2499,Benson Henderson vs Rustam Khabilov,Rustam-Khabilov,3.17,1.46,Benson-Henderson,Benson-Henderson vs. Rustam-Khabilov
2500,Diego Sanchez vs Ross Pearson,Ross-Pearson,1.77,2.4,Diego-Sanchez,Diego-Sanchez vs. Ross-Pearson
2501,John Dodson vs John Moraga,John-Moraga,5.8,1.2,John-Dodson,John-Dodson vs. John-Moraga
2502,Rafael dos Anjos vs Jason High,Jason-High,3.55,1.38,Rafael-dos-Anjos,Jason-High vs. Rafael-dos-Anjos
2503,Piotr Hallmann vs Yves Edwards,Yves-Edwards,2.5,1.65,Piotr-Hallmann,Piotr-Hallmann vs. Yves-Edwards
2504,Bryan Caraway vs Erik Perez,Erik-Perez,1.83,2.15,Bryan-Caraway,Bryan-Caraway vs. Erik-Perez
2505,Sergio Pettis vs Yaotzin Meza,Yaotzin-Meza,6.4,1.18,Sergio-Pettis,Sergio-Pettis vs. Yaotzin-Meza
2506,Lance Benoist vs Bobby Voelker,Bobby-Voelker,1.95,2.0,Lance-Benoist,Bobby-Voelker vs. Lance-Benoist
2507,Scott Jorgensen vs Danny Martinez,Danny-Martinez,3.25,1.42,Scott-Jorgensen,Danny-Martinez vs. Scott-Jorgensen
2508,Jon Tuck vs Jake Lindsey,Jake-Lindsey,2.44,1.67,Jon-Tuck,Jake-Lindsey vs. Jon-Tuck
2509,Patrick Cummins vs Roger Narvaez,Roger-Narvaez,3.85,1.32,Patrick-Cummins,Patrick-Cummins vs. Roger-Narvaez
2510,Matt Brown vs Erick Silva,Erick-Silva,1.56,3.1,Matt-Brown,Erick-Silva vs. Matt-Brown
2511,Costas Philippou vs Lorenz Larkin,Lorenz-Larkin,1.64,3.25,Costas-Philippou,Costas-Philippou vs. Lorenz-Larkin
2512,Daron Cruickshank vs Erik Koch,Erik-Koch,1.34,4.05,Daron-Cruickshank,Daron-Cruickshank vs. Erik-Koch
2513,Neil Magny vs Tim Means,Tim-Means,3.85,1.36,Neil-Magny,Neil-Magny vs. Tim-Means
2514,Soa Palelei vs Ruan Potts,Ruan-Potts,3.95,1.33,Soa-Palelei,Ruan-Potts vs. Soa-Palelei
2515,Chris Cariaso vs Louis Smolka,Louis-Smolka,1.69,2.36,Chris-Cariaso,Chris-Cariaso vs. Louis-Smolka
2516,Ed Herman vs Rafael Natal,Rafael-Natal,1.69,2.75,Ed-Herman,Ed-Herman vs. Rafael-Natal
2517,Kyoji Horiguchi vs Darrell Montague,Darrell-Montague,2.9,1.52,Kyoji-Horiguchi,Darrell-Montague vs. Kyoji-Horiguchi
2518,Zak Cummings vs Yan Cabral,Yan-Cabral,1.19,5.75,Zak-Cummings,Yan-Cabral vs. Zak-Cummings
2519,Johnny Eduardo vs Eddie Wineland,Eddie-Wineland,1.13,8.35,Johnny-Eduardo,Eddie-Wineland vs. Johnny-Eduardo
2520,Nik Lentz vs Manny Gamburyan,Manny-Gamburyan,5.6,1.21,Nik-Lentz,Manny-Gamburyan vs. Nik-Lentz
2521,Justin Salas vs Ben Wall,Ben-Wall,3.6,1.36,Justin-Salas,Ben-Wall vs. Justin-Salas
2522,Albert Tumenov vs Anthony Lapsley,Anthony-Lapsley,3.45,1.4,Albert-Tumenov,Albert-Tumenov vs. Anthony-Lapsley
2523,Jon Jones vs Glover Teixeira,Glover-Teixeira,5.05,1.24,Jon-Jones,Glover-Teixeira vs. Jon-Jones
2524,Anthony Johnson vs Phil Davis,Phil-Davis,1.47,3.2,Anthony-Johnson,Anthony-Johnson vs. Phil-Davis
2525,Luke Rockhold vs Tim Boetsch,Tim-Boetsch,9.0,1.14,Luke-Rockhold,Luke-Rockhold vs. Tim-Boetsch
2526,Jim Miller vs Yancy Medeiros,Yancy-Medeiros,2.8,1.65,Jim-Miller,Jim-Miller vs. Yancy-Medeiros
2527,Max Holloway vs Andre Fili,Andre-Fili,1.77,2.25,Max-Holloway,Andre-Fili vs. Max-Holloway
2528,Joseph Benavidez vs Tim Elliott,Tim-Elliott,5.0,1.24,Joseph-Benavidez,Joseph-Benavidez vs. Tim-Elliott
2529,Takanori Gomi vs Isaac Vallie-Flagg,Isaac-Vallie-Flagg,2.53,1.67,Takanori-Gomi,Isaac-Vallie-Flagg vs. Takanori-Gomi
2530,Bethe Correia vs Jessamyn Duke,Jessamyn-Duke,1.83,2.25,Bethe-Correia,Bethe-Correia vs. Jessamyn-Duke
2531,Danny Castillo vs Charlie Brenneman,Charlie-Brenneman,4.2,1.29,Danny-Castillo,Charlie-Brenneman vs. Danny-Castillo
2532,Chris Beal vs Patrick Williams,Patrick-Williams,2.21,1.91,Chris-Beal,Chris-Beal vs. Patrick-Williams
2533,Miesha Tate vs Liz Carmouche,Liz-Carmouche,2.81,1.56,Miesha-Tate,Liz-Carmouche vs. Miesha-Tate
2534,Donald Cerrone vs Edson Barboza,Edson-Barboza,1.71,2.62,Donald-Cerrone,Donald-Cerrone vs. Edson-Barboza
2535,Yoel Romero vs Brad Tavares,Brad-Tavares,1.72,2.36,Yoel-Romero,Brad-Tavares vs. Yoel-Romero
2536,Khabib Nurmagomedov vs Rafael dos Anjos,Rafael-dos-Anjos,3.75,1.36,Khabib-Nurmagomedov,Khabib-Nurmagomedov vs. Rafael-dos-Anjos
2537,Thiago Alves vs Seth Baczynski,Seth-Baczynski,5.23,1.24,Thiago-Alves,Seth-Baczynski vs. Thiago-Alves
2538,Jorge Masvidal vs Pat Healy,Pat-Healy,3.48,1.38,Jorge-Masvidal,Jorge-Masvidal vs. Pat-Healy
2539,Alex White vs Estevan Payan,Estevan-Payan,1.87,2.3,Alex-White,Alex-White vs. Estevan-Payan
2540,Caio Magalhaes vs Luke Zachrich,Luke-Zachrich,3.86,1.35,Caio-Magalhaes,Caio-Magalhaes vs. Luke-Zachrich
2541,Jordan Mein vs Hernani Perpetuo,Hernani-Perpetuo,4.75,1.24,Jordan-Mein,Hernani-Perpetuo vs. Jordan-Mein
2542,Dustin Ortiz vs Ray Borg,Ray-Borg,2.5,1.67,Dustin-Ortiz,Dustin-Ortiz vs. Ray-Borg
2543,Mirsad Bektic vs Chas Skelly,Chas-Skelly,2.3,1.74,Mirsad-Bektic,Chas-Skelly vs. Mirsad-Bektic
2544,Derrick Lewis vs Jack May,Jack-May,3.6,1.34,Derrick-Lewis,Derrick-Lewis vs. Jack-May
2545,Tim Kennedy vs Michael Bisping,Michael-Bisping,1.5,2.85,Tim-Kennedy,Michael-Bisping vs. Tim-Kennedy
2546,Patrick Cote vs Kyle Noke,Kyle-Noke,1.52,2.85,Patrick-Cote,Kyle-Noke vs. Patrick-Cote
2547,Elias Theodorou vs Sheldon Westcott,Sheldon-Westcott,2.81,1.57,Elias-Theodorou,Elias-Theodorou vs. Sheldon-Westcott
2548,Chad Laprise vs Olivier Aubin-Mercier,Olivier-Aubin-Mercier,1.67,2.45,Chad-Laprise,Chad-Laprise vs. Olivier-Aubin-Mercier
2549,Dustin Poirier vs Akira Corassani,Akira-Corassani,9.5,1.1,Dustin-Poirier,Akira-Corassani vs. Dustin-Poirier
2550,K.J. Noons vs Sam Stout,Sam-Stout,1.99,2.04,K.J.-Noons,K.J.-Noons vs. Sam-Stout
2551,Sarah Kaufman vs Leslie Smith,Leslie-Smith,3.45,1.4,Sarah-Kaufman,Leslie-Smith vs. Sarah-Kaufman
2552,Ryan Jimmo vs Sean O'Connell,Sean-O'Connell,7.15,1.17,Ryan-Jimmo,"Ryan-Jimmo', ""Sean-O'Connell""]"
2553,George Roop vs Dustin Kimura,Dustin-Kimura,2.51,1.71,George-Roop,Dustin-Kimura vs. George-Roop
2554,Mark Bocek vs Mike de la Torre,Mike-de-la-Torre,6.7,1.16,Mark-Bocek,Mark-Bocek vs. Mike-de-la-Torre
2555,Nordine Taleb vs Vik Grujic,Vik-Grujic,3.18,1.43,Nordine-Taleb,Nordine-Taleb vs. Vik-Grujic
2556,Richard Walsh vs Chris Indich,Chris-Indich,3.17,1.44,Richard-Walsh,Chris-Indich vs. Richard-Walsh
2557,Mitch Gagnon vs Tim Gorman,Tim-Gorman,3.9,1.32,Mitch-Gagnon,Mitch-Gagnon vs. Tim-Gorman
2558,Dan Henderson vs Mauricio Rua,Mauricio-Rua,1.65,2.55,Dan-Henderson,Dan-Henderson vs. Mauricio-Rua
2559,C.B. Dollaway vs Cezar Ferreira,Cezar-Ferreira,1.3,4.58,C.B.-Dollaway,C.B.-Dollaway vs. Cezar-Ferreira
2560,Fabio Maldonado vs Gian Villante,Gian-Villante,1.57,3.85,Fabio-Maldonado,Fabio-Maldonado vs. Gian-Villante
2561,Michel Prazeres vs Mairbek Taisumov,Mairbek-Taisumov,1.32,3.85,Michel-Prazeres,Mairbek-Taisumov vs. Michel-Prazeres
2562,Rony Jason vs Steven Siler,Steven-Siler,2.7,1.56,Rony-Jason,Rony-Jason vs. Steven-Siler
2563,Thiago Santos vs Ronny Markes,Ronny-Markes,1.13,7.6,Thiago-Santos,Ronny-Markes vs. Thiago-Santos
2564,Jussier Formiga vs Scott Jorgensen,Scott-Jorgensen,1.54,2.75,Jussier-Formiga,Jussier-Formiga vs. Scott-Jorgensen
2565,Kenny Robertson vs Thiago de Oliveira Perpetuo,Thiago-de-Oliveira-Perpetuo,1.77,2.27,Kenny-Robertson,Kenny-Robertson vs. Thiago-de-Oliveira-Perpetuo
2566,Hans Stringer vs Francimar Barroso,Francimar-Barroso,1.77,2.27,Hans-Stringer,Francimar-Barroso vs. Hans-Stringer
2567,Godofredo Pepey vs Noad Lahat,Noad-Lahat,1.36,3.85,Godofredo-Pepey,Godofredo-Pepey vs. Noad-Lahat
2568,Lyoto Machida vs Gegard Mousasi,Gegard-Mousasi,3.0,1.5,Lyoto-Machida,Gegard-Mousasi vs. Lyoto-Machida
2569,Ronaldo Souza vs Francis Carmont,Francis-Carmont,5.5,1.21,Ronaldo-Souza,Francis-Carmont vs. Ronaldo-Souza
2570,Erick Silva vs Takenori Sato,Takenori-Sato,10.01,1.09,Erick-Silva,Erick-Silva vs. Takenori-Sato
2571,Nico Musoke vs Viscardi Andrade,Viscardi-Andrade,1.74,2.31,Nico-Musoke,Nico-Musoke vs. Viscardi-Andrade
2572,Charles Oliveira vs Andy Ogle,Andy-Ogle,7.38,1.14,Charles-Oliveira,Andy-Ogle vs. Charles-Oliveira
2573,Joe Proctor vs Cristiano Marcello,Cristiano-Marcello,3.3,1.43,Joe-Proctor,Cristiano-Marcello vs. Joe-Proctor
2574,Rodrigo Damm vs Ivan Jorge,Ivan-Jorge,1.68,2.55,Rodrigo-Damm,Ivan-Jorge vs. Rodrigo-Damm
2575,Francisco Trinaldo vs Jesse Ronson,Jesse-Ronson,2.55,1.65,Francisco-Trinaldo,Francisco-Trinaldo vs. Jesse-Ronson
2576,Yuri Alcantara vs Wilson Reis,Wilson-Reis,3.2,1.48,Yuri-Alcantara,Wilson-Reis vs. Yuri-Alcantara
2577,Felipe Arantes vs Maximo Blanco,Maximo-Blanco,2.2,2.0,Felipe-Arantes,Felipe-Arantes vs. Maximo-Blanco
2578,Ildemar Alcantara vs Albert Tumenov,Albert-Tumenov,1.48,3.05,Ildemar-Alcantara,Albert-Tumenov vs. Ildemar-Alcantara
2579,Zubaira Tukhugov vs Douglas Silva de Andrade,Douglas-Silva-de-Andrade,2.04,1.95,Zubaira-Tukhugov,Douglas-Silva-de-Andrade vs. Zubaira-Tukhugov
2580,Renan Barao vs Urijah Faber,Urijah-Faber,4.05,1.3,Renan-Barao,Renan-Barao vs. Urijah-Faber
2581,Jose Aldo vs Ricardo Lamas,Ricardo-Lamas,7.01,1.15,Jose-Aldo,Jose-Aldo vs. Ricardo-Lamas
2582,Alistair Overeem vs Frank Mir,Frank-Mir,4.75,1.26,Alistair-Overeem,Alistair-Overeem vs. Frank-Mir
2583,Ali Bagautinov vs John Lineker,John-Lineker,2.44,1.69,Ali-Bagautinov,Ali-Bagautinov vs. John-Lineker
2584,Abel Trujillo vs Jamie Varner,Jamie-Varner,1.87,2.1,Abel-Trujillo,Abel-Trujillo vs. Jamie-Varner
2585,Alan Patrick vs John Makdessi,John-Makdessi,1.8,2.4,Alan-Patrick,Alan-Patrick vs. John-Makdessi
2586,Chris Cariaso vs Danny Martinez,Danny-Martinez,2.71,1.61,Chris-Cariaso,Chris-Cariaso vs. Danny-Martinez
2587,Nick Catone vs Tom Watson,Tom-Watson,1.83,2.6,Nick-Catone,Nick-Catone vs. Tom-Watson
2588,Al Iaquinta vs Kevin Lee,Kevin-Lee,3.1,1.67,Al-Iaquinta,Al-Iaquinta vs. Kevin-Lee
2589,Clint Hester vs Andy Enz,Andy-Enz,2.9,1.57,Clint-Hester,Andy-Enz vs. Clint-Hester
2590,Rashid Magomedov vs Tony Martin,Tony-Martin,3.2,1.71,Rashid-Magomedov,Rashid-Magomedov vs. Tony-Martin
2591,Neil Magny vs Gasan Umalatov,Gasan-Umalatov,1.69,2.65,Neil-Magny,Gasan-Umalatov vs. Neil-Magny
2592,Benson Henderson vs Josh Thomson,Josh-Thomson,3.8,1.36,Benson-Henderson,Benson-Henderson vs. Josh-Thomson
2593,Stipe Miocic vs Gabriel Gonzaga,Gabriel-Gonzaga,3.6,1.4,Stipe-Miocic,Gabriel-Gonzaga vs. Stipe-Miocic
2594,Donald Cerrone vs Adriano Martins,Adriano-Martins,2.62,1.59,Donald-Cerrone,Adriano-Martins vs. Donald-Cerrone
2595,Jeremy Stephens vs Darren Elkins,Darren-Elkins,2.15,1.88,Jeremy-Stephens,Darren-Elkins vs. Jeremy-Stephens
2596,Alex Caceres vs Sergio Pettis,Sergio-Pettis,1.54,2.9,Alex-Caceres,Alex-Caceres vs. Sergio-Pettis
2597,Eddie Wineland vs Yves Jabouin,Yves-Jabouin,5.26,1.24,Eddie-Wineland,Eddie-Wineland vs. Yves-Jabouin
2598,Chico Camus vs Yaotzin Meza,Yaotzin-Meza,2.8,1.54,Chico-Camus,Chico-Camus vs. Yaotzin-Meza
2599,Hugo Viana vs Ramiro Hernandez,Ramiro-Hernandez,3.93,1.31,Hugo-Viana,Hugo-Viana vs. Ramiro-Hernandez
2600,Daron Cruickshank vs Mike Rio,Mike-Rio,3.25,1.43,Daron-Cruickshank,Daron-Cruickshank vs. Mike-Rio
2601,George Sullivan vs Mike Rhodes,Mike-Rhodes,1.4,3.55,George-Sullivan,George-Sullivan vs. Mike-Rhodes
2602,Nikita Krylov vs Walt Harris,Walt-Harris,1.25,4.55,Nikita-Krylov,Nikita-Krylov vs. Walt-Harris
2603,Tarec Saffiedine vs Hyun Gyu Lim,Hyun-Gyu-Lim,3.11,1.47,Tarec-Saffiedine,Hyun-Gyu-Lim vs. Tarec-Saffiedine
2604,Tatsuya Kawajiri vs Sean Soriano,Sean-Soriano,2.3,1.98,Tatsuya-Kawajiri,Sean-Soriano vs. Tatsuya-Kawajiri
