,Fighter,Weight class,Method,Round,Time,location,date,fighturl,eventurl
0,Max Holloway  Frankie Edgar,Featherweight,U-DEC,5,5:00,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/c4704eab5e2f51b8,http://ufcstats.com/event-details/abcf7e55a0a9ed89
1,Cris Cyborg  Felicia Spencer,Women's Featherweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/240e9389cca3bd18,http://ufcstats.com/event-details/abcf7e55a0a9ed89
2,Geoff Neal  Niko Price,Welterweight,KO/TKO  Punches,2,2:39,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/e186bd5e556f1b5e,http://ufcstats.com/event-details/abcf7e55a0a9ed89
3,Arman Tsarukyan  Olivier Aubin-Mercier,Lightweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/7ed98f8d1ffae082,http://ufcstats.com/event-details/abcf7e55a0a9ed89
4,Krzysztof Jotko  Marc-Andre Barriault,Middleweight,S-DEC,3,5:00,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/dbca9f6bb7290c0d,http://ufcstats.com/event-details/abcf7e55a0a9ed89
5,Viviane Araujo  Alexis Davis,Women's Flyweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/dfa2fda311df08cf,http://ufcstats.com/event-details/abcf7e55a0a9ed89
6,Hakeem Dawodu  Yoshinori Horie,Featherweight,KO/TKO  Kick,3,4:09,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/10b31e991c2d0d4e,http://ufcstats.com/event-details/abcf7e55a0a9ed89
7,Gavin Tucker  SeungWoo Choi,Featherweight,SUB  Rear Naked Choke,3,3:17,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/25c4013fc187762a,http://ufcstats.com/event-details/abcf7e55a0a9ed89
8,Deiveson Figueiredo  Alexandre Pantoja,Flyweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/bc1787883f9328be,http://ufcstats.com/event-details/abcf7e55a0a9ed89
9,Gillian Robertson  Sarah Frota,Women's Flyweight,KO/TKO  Elbows,2,4:13,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/68c77a11b2d308dd,http://ufcstats.com/event-details/abcf7e55a0a9ed89
10,Erik Koch  Kyle Stewart,Welterweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada","July 27, 2019",http://ufcstats.com/fight-details/d47fd8fc3886f86c,http://ufcstats.com/event-details/abcf7e55a0a9ed89
0,Leon Edwards  Rafael Dos Anjos,Welterweight,U-DEC,5,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/816662e622987a14,http://ufcstats.com/event-details/9e0f28d1f639ad73
1,Walt Harris  Aleksei Oleinik,Heavyweight,KO/TKO  Punch,1,0:12,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/15ce105716441c54,http://ufcstats.com/event-details/9e0f28d1f639ad73
2,Greg Hardy  Juan Adams,Heavyweight,KO/TKO  Punches,1,0:45,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/88b1d4f951070f83,http://ufcstats.com/event-details/9e0f28d1f639ad73
3,Dan Hooker  James Vick,Lightweight,KO/TKO  Punch,1,2:33,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/9d6b46a3cf5ec494,http://ufcstats.com/event-details/9e0f28d1f639ad73
4,Alexander Hernandez  Francisco Trinaldo,Lightweight,U-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/c92308bbd6107b11,http://ufcstats.com/event-details/9e0f28d1f639ad73
5,Andrei Arlovski  Ben Rothwell,Heavyweight,U-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/f065dc596a08a258,http://ufcstats.com/event-details/9e0f28d1f639ad73
6,Alex Caceres  Steven Peterson,Featherweight,U-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/96d33e46267d4eaf,http://ufcstats.com/event-details/9e0f28d1f639ad73
7,Raquel Pennington  Irene Aldana,Women's Bantamweight,S-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/017e0b7e864b0aa3,http://ufcstats.com/event-details/9e0f28d1f639ad73
8,Klidson Abreu  Sam Alvey,Light Heavyweight,U-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/f711b3ec6bc3c407,http://ufcstats.com/event-details/9e0f28d1f639ad73
9,Jennifer Maia  Roxanne Modafferi,Women's Flyweight,U-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/dd51d1aed9536da6,http://ufcstats.com/event-details/9e0f28d1f639ad73
10,Ray Borg  Gabriel Silva,Bantamweight,U-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/bc01ce748a5723df,http://ufcstats.com/event-details/9e0f28d1f639ad73
11,Mario Bautista  Jinsoo Son,Bantamweight,U-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/24bcade0007c2246,http://ufcstats.com/event-details/9e0f28d1f639ad73
12,Felipe Colares  Domingo Pilarte,Bantamweight,S-DEC,3,5:00,"San Antonio, Texas, USA","July 20, 2019",http://ufcstats.com/fight-details/c5259566abc552b1,http://ufcstats.com/event-details/9e0f28d1f639ad73
0,Germaine de Randamie  Aspen Ladd,Women's Bantamweight,KO/TKO  Punch,1,0:16,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/edc87836fd998929,http://ufcstats.com/event-details/2f8f3c69522db931
1,Urijah Faber  Ricky Simon,Bantamweight,KO/TKO  Punch,1,0:46,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/75b1533cc3cafae9,http://ufcstats.com/event-details/2f8f3c69522db931
2,Josh Emmett  Mirsad Bektic,Featherweight,KO/TKO  Punches,1,4:25,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/138cb102906573f2,http://ufcstats.com/event-details/2f8f3c69522db931
3,Karl Roberson  Wellington Turman,Middleweight,S-DEC,3,5:00,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/a7cf716f5d73b558,http://ufcstats.com/event-details/2f8f3c69522db931
4,Marvin Vettori  Cezar Ferreira,Middleweight,U-DEC,3,5:00,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/9b0de83b4e504bf6,http://ufcstats.com/event-details/2f8f3c69522db931
5,John Allan  Mike Rodriguez,Light Heavyweight,U-DEC,3,5:00,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/aa6a9aeeb45577d4,http://ufcstats.com/event-details/2f8f3c69522db931
6,Andre Fili  Sheymon Moraes,Featherweight,KO/TKO  Punch,1,3:07,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/b436dda934059631,http://ufcstats.com/event-details/2f8f3c69522db931
7,Julianna Pena  Nicco Montano,Women's Bantamweight,U-DEC,3,5:00,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/60be02c5566c8348,http://ufcstats.com/event-details/2f8f3c69522db931
8,Ryan Hall  Darren Elkins,Featherweight,U-DEC,3,5:00,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/37a8c442fb38db75,http://ufcstats.com/event-details/2f8f3c69522db931
9,Jonathan Martinez  Liu Pingyuan,Bantamweight,KO/TKO  Knee,3,3:54,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/ad63c30e22e63344,http://ufcstats.com/event-details/2f8f3c69522db931
10,Brianna Van Buren  Livinha Souza,Women's Strawweight,U-DEC,3,5:00,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/2d42ef44ad2470e1,http://ufcstats.com/event-details/2f8f3c69522db931
11,Benito Lopez  Vince Morales,Bantamweight,U-DEC,3,5:00,"Sacramento, California, USA","July 13, 2019",http://ufcstats.com/fight-details/358468724d7d4322,http://ufcstats.com/event-details/2f8f3c69522db931
0,Jon Jones  Thiago Santos,Light Heavyweight,S-DEC,5,5:00,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/8fcdfee81cc604e3,http://ufcstats.com/event-details/6c9383ffab2725a5
1,Amanda Nunes  Holly Holm,Women's Bantamweight,KO/TKO  Kick,1,4:10,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/69c06be4f87ccdab,http://ufcstats.com/event-details/6c9383ffab2725a5
2,Jorge Masvidal  Ben Askren,Welterweight,KO/TKO  Flying Knee,1,0:05,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/70af72a72b31fe4d,http://ufcstats.com/event-details/6c9383ffab2725a5
3,Jan Blachowicz  Luke Rockhold,Light Heavyweight,KO/TKO  Punch,2,1:39,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/531d9676d767da66,http://ufcstats.com/event-details/6c9383ffab2725a5
4,Michael Chiesa  Diego Sanchez,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/feaffeb1af7e82ef,http://ufcstats.com/event-details/6c9383ffab2725a5
5,Arnold Allen  Gilbert Melendez,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/c48af5eafb532d0a,http://ufcstats.com/event-details/6c9383ffab2725a5
6,Marlon Vera  Nohelin Hernandez,Bantamweight,SUB  Rear Naked Choke,2,3:25,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/7dc551f8153bd053,http://ufcstats.com/event-details/6c9383ffab2725a5
7,Claudia Gadelha  Randa Markos,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/7fe0cec2b0f1c146,http://ufcstats.com/event-details/6c9383ffab2725a5
8,Song Yadong  Alejandro Perez,Bantamweight,KO/TKO  Punch,1,2:04,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/00f4b6184f6315d0,http://ufcstats.com/event-details/6c9383ffab2725a5
9,Edmen Shahbazyan  Jack Marshman,Middleweight,SUB  Rear Naked Choke,1,1:12,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/e9f00c16810e0e61,http://ufcstats.com/event-details/6c9383ffab2725a5
10,Chance Rencountre  Ismail Naurdiev,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/f6a03399c7a721cd,http://ufcstats.com/event-details/6c9383ffab2725a5
11,Julia Avila  Pannie Kianzad,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","July 06, 2019",http://ufcstats.com/fight-details/934b44ddcb3d95e6,http://ufcstats.com/event-details/6c9383ffab2725a5
0,Francis Ngannou  Junior Dos Santos,Heavyweight,KO/TKO  Punch,1,1:11,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/4e71dbef18157288,http://ufcstats.com/event-details/c0c1bc0766df4c00
1,Joseph Benavidez  Jussier Formiga,Flyweight,KO/TKO  Punches,2,4:47,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/2418af6da44fd361,http://ufcstats.com/event-details/c0c1bc0766df4c00
2,Demian Maia  Anthony Rocco Martin,Welterweight,M-DEC,3,5:00,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/5fcf65d4de66c970,http://ufcstats.com/event-details/c0c1bc0766df4c00
3,Vinc Pichel  Roosevelt Roberts,Lightweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/2b01da1699f0305f,http://ufcstats.com/event-details/c0c1bc0766df4c00
4,Drew Dober  Polo Reyes,Lightweight,KO/TKO  Punches,1,1:07,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/966bf043577f8b6a,http://ufcstats.com/event-details/c0c1bc0766df4c00
5,Alonzo Menifield  Paul Craig,Light Heavyweight,KO/TKO  Punch,1,3:19,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/c770192a9f3261cd,http://ufcstats.com/event-details/c0c1bc0766df4c00
6,Ricardo Ramos  Journey Newson,Bantamweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/8f5d5dd10a167cc0,http://ufcstats.com/event-details/c0c1bc0766df4c00
7,Eryk Anders  Vinicius Moreira,Light Heavyweight,KO/TKO  Punch,1,1:18,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/c0982b3919cc74f0,http://ufcstats.com/event-details/c0c1bc0766df4c00
8,Jared Gordon  Dan Moret,Lightweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/3f8c6e31ebbe54bc,http://ufcstats.com/event-details/c0c1bc0766df4c00
9,Dalcha Lungiambula  Dequan Townsend,Light Heavyweight,KO/TKO  Punch,3,0:42,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/7ce7075951c9aa31,http://ufcstats.com/event-details/c0c1bc0766df4c00
10,Amanda Ribas  Emily Whitmire,Women's Strawweight,SUB  Rear Naked Choke,2,2:10,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/e460bf4db340ca9e,http://ufcstats.com/event-details/c0c1bc0766df4c00
11,Maurice Greene  Junior Albini,Heavyweight,KO/TKO  Punch,1,3:38,"Minneapolis, Minnesota, USA","June 29, 2019",http://ufcstats.com/fight-details/9ba051e0f5674108,http://ufcstats.com/event-details/c0c1bc0766df4c00
0,Chan Sung Jung  Renato Moicano,Featherweight,KO/TKO  Punch,1,0:58,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/aec1339028f3416c,http://ufcstats.com/event-details/b16a7e6a627e9789
1,Randy Brown  Bryan Barberena,Welterweight,KO/TKO  Kick,3,2:54,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/4096b302747d47b3,http://ufcstats.com/event-details/b16a7e6a627e9789
2,Andre Ewell  Anderson Dos Santos,Bantamweight,U-DEC,3,5:00,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/8f1b727757a60c07,http://ufcstats.com/event-details/b16a7e6a627e9789
3,Andrea Lee  Montana De La Rosa,Women's Flyweight,U-DEC,3,5:00,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/13129c1f044fdd47,http://ufcstats.com/event-details/b16a7e6a627e9789
4,Kevin Holland  Alessio Di Chirico,Middleweight,U-DEC,3,5:00,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/b1da312483a974b3,http://ufcstats.com/event-details/b16a7e6a627e9789
5,Dan Ige  Kevin Aguilar,Featherweight,U-DEC,3,5:00,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/f047e3605f8852d8,http://ufcstats.com/event-details/b16a7e6a627e9789
6,Ashley Yoder  Syuri Kondo,Women's Strawweight,U-DEC,3,5:00,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/6e9cf53cd87e1b7e,http://ufcstats.com/event-details/b16a7e6a627e9789
7,Luis Pena  Matt Wiman,Lightweight,KO/TKO  Punches,3,1:14,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/ab4862ea4cbd0750,http://ufcstats.com/event-details/b16a7e6a627e9789
8,Jairzinho Rozenstruik  Allen Crowder,Heavyweight,KO/TKO  Punches,1,0:09,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/e4559c3cce6edec1,http://ufcstats.com/event-details/b16a7e6a627e9789
9,Molly McCann  Ariane Lipski,Women's Flyweight,U-DEC,3,5:00,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/fa98e2b8dceca9bb,http://ufcstats.com/event-details/b16a7e6a627e9789
10,Deron Winn  Eric Spicely,Middleweight,U-DEC,3,5:00,"Greenville, South Carolina, USA","June 22, 2019",http://ufcstats.com/fight-details/f81f8cfe30e0a1e9,http://ufcstats.com/event-details/b16a7e6a627e9789
0,Henry Cejudo  Marlon Moraes,Bantamweight,KO/TKO  Punches,3,4:51,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/cf4199c8517bc1fd,http://ufcstats.com/event-details/e31502e3f79d00c5
1,Valentina Shevchenko  Jessica Eye,Women's Flyweight,KO/TKO  Kick,2,0:26,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/4127b45c3d546eef,http://ufcstats.com/event-details/e31502e3f79d00c5
2,Tony Ferguson  Donald Cerrone,Lightweight,KO/TKO,2,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/323dc938d93a849b,http://ufcstats.com/event-details/e31502e3f79d00c5
3,Petr Yan  Jimmie Rivera,Bantamweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/fe0c844a671dd6d8,http://ufcstats.com/event-details/e31502e3f79d00c5
4,Blagoy Ivanov  Tai Tuivasa,Heavyweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/cd2ceb5530529c9f,http://ufcstats.com/event-details/e31502e3f79d00c5
5,Tatiana Suarez  Nina Ansaroff,Women's Strawweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/56403d0fd259c5d9,http://ufcstats.com/event-details/e31502e3f79d00c5
6,Aljamain Sterling  Pedro Munhoz,Bantamweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/17753b728e5404aa,http://ufcstats.com/event-details/e31502e3f79d00c5
7,Alexa Grasso  Karolina Kowalkiewicz,Women's Strawweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/a4446299c1f85d74,http://ufcstats.com/event-details/e31502e3f79d00c5
8,Calvin Kattar  Ricardo Lamas,Featherweight,KO/TKO  Punch,1,4:06,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/bf2a9732af50c84c,http://ufcstats.com/event-details/e31502e3f79d00c5
9,Xiaonan Yan  Angela Hill,Women's Strawweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/97c76d44699f7c93,http://ufcstats.com/event-details/e31502e3f79d00c5
10,Darren Stewart  Bevon Lewis,Middleweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/a255ed658a2ac9bb,http://ufcstats.com/event-details/e31502e3f79d00c5
11,Eddie Wineland  Grigorii Popov,Bantamweight,KO/TKO  Punch,2,4:47,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/aa430402314b4459,http://ufcstats.com/event-details/e31502e3f79d00c5
12,Katlyn Chookagian  Joanne Calderwood,Women's Flyweight,U-DEC,3,5:00,"Chicago, Illinois, USA","June 08, 2019",http://ufcstats.com/fight-details/82eb6fa58ae52428,http://ufcstats.com/event-details/e31502e3f79d00c5
0,Anthony Smith  Alexander Gustafsson,Light Heavyweight,SUB  Rear Naked Choke,4,2:38,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/4f9939af9a1d40a3,http://ufcstats.com/event-details/cbc071cb20ea59c7
1,Aleksandar Rakic  Jimi Manuwa,Light Heavyweight,KO/TKO  Kick,1,0:47,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/138c8807fef52564,http://ufcstats.com/event-details/cbc071cb20ea59c7
2,Makwan Amirkhani  Chris Fishgold,Featherweight,SUB  Anaconda Choke,2,4:25,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/2ca4a039c07acd38,http://ufcstats.com/event-details/cbc071cb20ea59c7
3,Christos Giagos  Damir Hadzovic,Lightweight,U-DEC,3,5:00,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/a5acaa5f693529dd,http://ufcstats.com/event-details/cbc071cb20ea59c7
4,Daniel Teymur  Sung Bin Jo,Featherweight,U-DEC,3,5:00,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/c53cb796b4a4cdb8,http://ufcstats.com/event-details/cbc071cb20ea59c7
5,Sergey Khandozhko  Rostem Akman,Welterweight,U-DEC,3,5:00,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/93330422e1f2e0be,http://ufcstats.com/event-details/cbc071cb20ea59c7
6,Lina Lansberg  Tonya Evinger,Women's Bantamweight,U-DEC,3,5:00,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/f993be991eea6016,http://ufcstats.com/event-details/cbc071cb20ea59c7
7,Leonardo Santos  Stevie Ray,Lightweight,KO/TKO  Punch,1,2:17,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/e1bd72aba46f46a1,http://ufcstats.com/event-details/cbc071cb20ea59c7
8,Frank Camacho  Nick Hein,Lightweight,KO/TKO  Punches,2,4:56,"Stockholm, Sweden","June 01, 2019",http://ufcstats.com/fight-details/fedb6a1b15b05694,http://ufcstats.com/event-details/cbc071cb20ea59c7
