,f1_odds,f2_odds,fight,f1,f2
2,2.35,1.75,Roberto Sanchez vs Joby Sanchez,Roberto Sanchez,Joby Sanchez
2,2.4,1.74,Sarah Moras vs Lucie Pudilova,Sarah Moras,Lucie Pudilova
2,1.36,4.15,Alex Morono vs Josh Burkman,Alex Morono,Josh Burkman
2,3.95,1.35,Tim Williams vs Oskar Piechota,Tim Williams,Oskar Piechota
2,2.67,2.5,Yoel Romero vs Luke Rockhold,Yoel Romero,Luke Rockhold
2,2.69,1.65,Mark Hunt vs Curtis Blaydes,Mark Hunt,Curtis Blaydes
2,3.75,1.39,Cyril Asker vs Tai Tuivasa,Cyril Asker,Tai Tuivasa
2,2.55,1.71,Jake Matthews vs Li Jingliang,Jake Matthews,Li Jingliang
2,1.37,3.55,Tyson Pedro vs Saparbek Safarov,Tyson Pedro,Saparbek Safarov
2,2.25,1.77,Damien Brown vs Dong Hyun Ma,Damien Brown,Dong Hyun Ma
2,3.8,1.33,Rob Wilkinson vs Israel Adesanya,Rob Wilkinson,Israel Adesanya
2,2.9,1.74,Jeremy Kennedy vs Alex Volkanovski,Jeremy Kennedy,Alex Volkanovski
2,2.0,1.98,Ben Nguyen vs Jussier Formiga,Ben Nguyen,Jussier Formiga
2,1.69,2.6,Ross Pearson vs Mizuto Hirota,Ross Pearson,Mizuto Hirota
2,2.7,1.66,Teruto Ishihara vs Jose Quinonez,Teruto Ishihara,Jose Quinonez
2,2.45,1.71,Luke Jumeau vs Daichi Abe,Luke Jumeau,Daichi Abe
2,3.25,1.44,Lyoto Machida vs Eryk Anders,Lyoto Machida,Eryk Anders
2,1.12,8.95,Valentina Shevchenko vs Priscila Cachoeira,Valentina Shevchenko,Priscila Cachoeira
2,2.3,1.87,Desmond Green vs Michel Prazeres,Desmond Green,Michel Prazeres
2,2.55,1.62,Timothy Johnson vs Marcelo Golm,Timothy Johnson,Marcelo Golm
2,2.75,1.71,Douglas Silva de Andrade vs Marlon Vera,Douglas Silva de Andrade,Marlon Vera
2,1.4,3.4,Thiago Santos vs Anthony Smith,Thiago Santos,Anthony Smith
2,2.95,1.53,Sergio Moraes vs Tim Means,Sergio Moraes,Tim Means
2,1.46,3.15,Alan Patrick vs Damir Hadzovic,Alan Patrick,Damir Hadzovic
2,4.75,1.3,Maia Stevenson vs Polyana Viana,Maia Stevenson,Polyana Viana
2,2.0,2.0,Yuri Alcantara vs Joe Soto,Yuri Alcantara,Joe Soto
2,2.2,2.2,Deiveson Figueiredo vs Joseph Morales,Deiveson Figueiredo,Joseph Morales
2,2.2,2.25,Ronaldo Souza vs Derek Brunson,Ronaldo Souza,Derek Brunson
2,2.55,1.67,Andre Fili vs Dennis Bermudez,Andre Fili,Dennis Bermudez
2,1.36,5.5,Gregor Gillespie vs Jordan Rinaldi,Gregor Gillespie,Jordan Rinaldi
2,1.67,2.5,Drew Dober vs Frank Camacho,Drew Dober,Frank Camacho
2,1.62,2.62,Bobby Green vs Erik Koch,Bobby Green,Erik Koch
2,5.65,1.21,Godofredo Pepey vs Mirsad Bektic,Godofredo Pepey,Mirsad Bektic
2,2.75,1.65,Mara Romero Borella vs Katlyn Chookagian,Mara Romero Borella,Katlyn Chookagian
2,1.68,2.4,Randa Markos vs Juliana Lima,Randa Markos,Juliana Lima
2,3.4,1.65,Ji Yeon Kim vs Justine Kish,Ji Yeon Kim,Justine Kish
2,2.18,1.91,Vinc Pichel vs Joaquim Silva,Vinc Pichel,Joaquim Silva
2,1.39,4.14,Niko Price vs George Sullivan,Niko Price,George Sullivan
2,2.2,2.87,Cory Sandhagen vs Austin Arnett,Cory Sandhagen,Austin Arnett
2,2.65,1.61,Stipe Miocic vs Francis Ngannou,Stipe Miocic,Francis Ngannou
2,1.33,4.0,Daniel Cormier vs Volkan Oezdemir,Daniel Cormier,Volkan Oezdemir
2,2.69,1.67,Calvin Kattar vs Shane Burgos,Calvin Kattar,Shane Burgos
2,1.62,2.55,Gian Villante vs Francimar Barroso,Gian Villante,Francimar Barroso
2,1.9,2.0,Thomas Almeida vs Rob Font,Thomas Almeida,Rob Font
2,2.1,1.87,Kyle Bochniak vs Brandon Davis,Kyle Bochniak,Brandon Davis
2,1.52,2.8,Abdul Razak Alhassan vs Sabah Homasi,Abdul Razak Alhassan,Sabah Homasi
2,2.45,1.74,Dustin Ortiz vs Alexandre Pantoja,Dustin Ortiz,Alexandre Pantoja
2,2.33,1.71,Dan Ige vs Julio Arce,Dan Ige,Julio Arce
2,1.48,3.01,Enrique Barzola vs Matt Bessette,Enrique Barzola,Matt Bessette
2,3.16,1.48,Gleison Tibau vs Islam Makhachev,Gleison Tibau,Islam Makhachev
2,1.67,2.5,Doo Ho Choi vs Jeremy Stephens,Doo Ho Choi,Jeremy Stephens
2,1.65,2.75,Michael Johnson vs Darren Elkins,Michael Johnson,Darren Elkins
2,1.17,6.7,Kamaru Usman vs Emil Meek,Kamaru Usman,Emil Meek
2,1.62,2.61,James Krause vs Alex White,James Krause,Alex White
2,2.0,2.03,Paige VanZant vs Jessica-Rose Clark,Paige VanZant,Jessica-Rose Clark
2,2.18,1.84,Kalindra Faria vs Jessica Eye,Kalindra Faria,Jessica Eye
2,1.76,3.0,Irene Aldana vs Talita Bernardo,Irene Aldana,Talita Bernardo
2,2.9,1.5,Marco Polo Reyes vs Matt Frevola,Marco Polo Reyes,Matt Frevola
2,1.36,3.85,Kyung Ho Kang vs Guido Cannetti,Kyung Ho Kang,Guido Cannetti
2,2.1,1.91,Danielle Taylor vs J.J. Aldrich,Danielle Taylor,J.J. Aldrich
2,1.56,2.75,Mike Santiago vs Mads Burnell,Mike Santiago,Mads Burnell
2,1.43,3.75,Cristiane Justino vs Holly Holm,Cristiane Justino,Holly Holm
2,4.4,1.35,Edson Barboza vs Khabib Nurmagomedov,Edson Barboza,Khabib Nurmagomedov
2,1.57,2.69,Marc Diakiese vs Daniel Hooker,Marc Diakiese,Daniel Hooker
2,1.5,3.45,Cynthia Calvillo vs Carla Esparza,Cynthia Calvillo,Carla Esparza
2,1.78,2.55,Carlos Condit vs Neil Magny,Carlos Condit,Neil Magny
2,4.2,1.33,Michal Oleksiejczuk vs Khalil Rountree,Michal Oleksiejczuk,Khalil Rountree
2,1.5,3.1,Myles Jury vs Rick Glenn,Myles Jury,Rick Glenn
2,1.44,3.45,Marvin Vettori vs Omari Akhmedov,Marvin Vettori,Omari Akhmedov
2,3.55,1.48,Louis Smolka vs Matheus Nicolau,Louis Smolka,Matheus Nicolau
2,1.54,2.8,Tim Elliott vs Mark Delarosa,Tim Elliott,Mark Delarosa
2,2.1,1.91,Robbie Lawler vs Rafael dos Anjos,Robbie Lawler,Rafael dos Anjos
2,3.45,1.4,Josh Emmett vs Ricardo Lamas,Josh Emmett,Ricardo Lamas
2,1.69,2.6,Santiago Ponzinibbio vs Mike Perry,Santiago Ponzinibbio,Mike Perry
2,2.55,1.62,Glover Teixeira vs Misha Cirkunov,Glover Teixeira,Misha Cirkunov
2,2.69,1.56,Jan Blachowicz vs Jared Cannonier,Jan Blachowicz,Jared Cannonier
2,4.0,1.38,Darren Stewart vs Julian Marquez,Darren Stewart,Julian Marquez
2,1.74,2.35,Chad Laprise vs Galore Bofando,Chad Laprise,Galore Bofando
2,1.74,2.45,Nordine Taleb vs Danny Roberts,Nordine Taleb,Danny Roberts
2,1.74,2.7,Abel Trujillo vs John Makdessi,Abel Trujillo,John Makdessi
2,1.87,2.21,Alessio Di Chirico vs Oluwale Bamgbose,Alessio Di Chirico,Oluwale Bamgbose
2,2.45,1.77,Erick Silva vs Jordan Mein,Erick Silva,Jordan Mein
2,2.05,1.95,Cub Swanson vs Brian Ortega,Cub Swanson,Brian Ortega
2,1.34,3.75,Jason Knight vs Gabriel Benitez,Jason Knight,Gabriel Benitez
2,2.36,1.71,Aljamain Sterling vs Marlon Moraes,Aljamain Sterling,Marlon Moraes
2,1.86,2.31,Scott Holtzman vs Darrell Horcher,Scott Holtzman,Darrell Horcher
2,1.36,5.0,Eryk Anders vs Markus Perez,Eryk Anders,Markus Perez
2,1.83,2.1,Benito Lopez vs Albert Morales,Benito Lopez,Albert Morales
2,1.87,2.5,Liz Carmouche vs Alexis Davis,Liz Carmouche,Alexis Davis
2,1.4,3.95,Luke Sanders vs Andre Soukhamthath,Luke Sanders,Andre Soukhamthath
2,1.29,4.48,Alex Perez vs Carls John de Tomas,Alex Perez,Carls John de Tomas
2,2.7,1.62,Frankie Saenz vs Merab Dvalishvili,Frankie Saenz,Merab Dvalishvili
2,1.59,2.7,Yuri Alcantara vs Alejandro Perez,Yuri Alcantara,Alejandro Perez
2,4.36,1.28,Chris Gruetzemacher vs Davi Ramos,Chris Gruetzemacher,Davi Ramos
2,3.45,1.41,Antonio Braga Neto vs Trevin Giles,Antonio Braga Neto,Trevin Giles
2,2.8,1.51,Roxanne Modafferi vs Nicco Montano,Roxanne Modafferi,Nicco Montano
2,1.42,3.23,Sean O'Malley vs Terrion Ware,Sean O'Malley,Terrion Ware
2,1.52,2.96,Barb Honchak vs Lauren Murphy,Barb Honchak,Lauren Murphy
2,1.54,2.69,Gerald Meerschaert vs Eric Spicely,Gerald Meerschaert,Eric Spicely
2,0.0,0.0,DeAnna Bennett vs Melinda Fabian,DeAnna Bennett,Melinda Fabian
2,2.67,1.62,Joe Soto vs Brett Johns,Joe Soto,Brett Johns
2,1.29,4.09,Montana De La Rosa vs Christina Marks,Montana De La Rosa,Christina Marks
2,1.21,5.44,Andrew Sanchez vs Ryan Janes,Andrew Sanchez,Ryan Janes
2,1.28,4.09,Rachael Ostovich vs Karine Gevorgyan,Rachael Ostovich,Karine Gevorgyan
2,2.95,1.53,Ariel Beck vs Shana Dobson,Ariel Beck,Shana Dobson
2,2.75,1.55,Gillian Robertson vs Emily Whitmire,Gillian Robertson,Emily Whitmire
2,3.53,1.38,Michael Bisping vs Kelvin Gastelum,Michael Bisping,Kelvin Gastelum
2,1.22,5.5,Zabit Magomedsharipov vs Sheymon da Silva Moraes,Zabit Magomedsharipov,Sheymon da Silva Moraes
2,2.17,1.8,Chase Sherman vs Shamil Abdurakhimov,Chase Sherman,Shamil Abdurakhimov
2,1.77,2.3,Alex Caceres vs Wang Guan,Alex Caceres,Wang Guan
2,1.54,2.85,Li Jingliang vs Zak Ottow,Li Jingliang,Zak Ottow
2,2.38,1.73,Kailin Curran vs Yan Xiaonan,Kailin Curran,Yan Xiaonan
2,1.68,2.45,Rolando Dy vs Wuliji Buren,Rolando Dy,Wuliji Buren
2,1.33,3.75,Bobby Nash vs Kenan Song,Bobby Nash,Kenan Song
2,3.0,1.49,Alex Garcia vs Muslim Salikhov,Alex Garcia,Muslim Salikhov
2,1.71,2.4,Yadong Song vs Bharat Khandare,Yadong Song,Bharat Khandare
2,2.25,2.25,Gina Mazany vs Yanan Wu,Gina Mazany,Yanan Wu
2,3.16,1.45,Hu Yaozong vs Cyril Asker,Hu Yaozong,Cyril Asker
2,1.33,3.85,Fabricio Werdum vs Marcin Tybura,Fabricio Werdum,Marcin Tybura
2,2.3,1.83,Jessica-Rose Clark vs Bec Rawlings,Jessica-Rose Clark,Bec Rawlings
2,1.5,2.85,Tim Means vs Belal Muhammad,Tim Means,Belal Muhammad
2,1.77,2.25,Jake Matthews vs Bojan Velickovic,Jake Matthews,Bojan Velickovic
2,1.41,3.6,Elias Theodorou vs Daniel Kelly,Elias Theodorou,Daniel Kelly
2,1.17,6.4,Alex Volkanovski vs Shane Young,Alex Volkanovski,Shane Young
2,1.39,3.55,Ryan Benoit vs Ashkan Mokhtarian,Ryan Benoit,Ashkan Mokhtarian
2,1.24,5.05,Will Brooks vs Nik Lentz,Will Brooks,Nik Lentz
2,1.59,2.6,Tai Tuivasa vs Rashad Coulter,Tai Tuivasa,Rashad Coulter
2,2.2,1.8,Damien Brown vs Frank Camacho,Damien Brown,Frank Camacho
2,1.62,2.65,Nadia Kassem vs Alex Chambers,Nadia Kassem,Alex Chambers
2,4.15,1.29,Jenel Lausa vs Eric Shelton,Jenel Lausa,Eric Shelton
2,2.45,1.65,Anthony Hamilton vs Adam Wieczorek,Anthony Hamilton,Adam Wieczorek
2,1.95,2.06,Anthony Pettis vs Dustin Poirier,Anthony Pettis,Dustin Poirier
2,1.29,4.15,Matt Brown vs Diego Sanchez,Matt Brown,Diego Sanchez
2,4.17,1.32,Andrei Arlovski vs Junior Albini,Andrei Arlovski,Junior Albini
2,1.3,4.15,Raphael Assuncao vs Matthew Lopez,Raphael Assuncao,Matthew Lopez
2,1.95,2.05,John Dodson vs Marlon Moraes,John Dodson,Marlon Moraes
2,1.35,3.6,Tatiana Suarez vs Viviane Pereira,Tatiana Suarez,Viviane Pereira
2,3.5,1.37,Nate Marquardt vs Cezar Ferreira,Nate Marquardt,Cezar Ferreira
2,1.95,2.1,Clay Guida vs Joe Lauzon,Clay Guida,Joe Lauzon
2,1.49,2.95,Karl Roberson vs Darren Stewart,Karl Roberson,Darren Stewart
2,1.61,2.6,Sage Northcutt vs Michel Quinones,Sage Northcutt,Michel Quinones
2,1.43,3.2,Marcel Fortuna vs Jake Collier,Marcel Fortuna,Jake Collier
2,1.57,2.7,Angela Hill vs Nina Ansaroff,Angela Hill,Nina Ansaroff
2,3.6,1.42,Court McGee vs Sean Strickland,Court McGee,Sean Strickland
2,2.1,2.0,Michael Bisping vs Georges St-Pierre,Michael Bisping,Georges St-Pierre
2,1.53,2.75,Cody Garbrandt vs T.J. Dillashaw,Cody Garbrandt,T.J. Dillashaw
2,1.2,7.0,Joanna Jedrzejczyk vs Rose Namajunas,Joanna Jedrzejczyk,Rose Namajunas
2,1.57,2.65,Stephen Thompson vs Jorge Masvidal,Stephen Thompson,Jorge Masvidal
2,0.0,0.0,Johny Hendricks vs Paulo Costa,Johny Hendricks,Paulo Costa
2,2.5,1.62,James Vick vs Joseph Duffy,James Vick,Joseph Duffy
2,2.4,1.69,Corey Anderson vs Ovince St Preux,Corey Anderson,Ovince St Preux
2,0.0,0.0,Aleksei Oleinik vs Curtis Blaydes,Aleksei Oleinik,Curtis Blaydes
2,1.29,4.1,Walt Harris vs Mark Godbeer,Walt Harris,Mark Godbeer
2,1.9,2.1,Mickey Gall vs Randy Brown,Mickey Gall,Randy Brown
2,2.75,1.57,Aiemann Zahabi vs Ricardo Ramos,Aiemann Zahabi,Ricardo Ramos
2,1.69,2.35,Donald Cerrone vs Darren Till,Donald Cerrone,Darren Till
2,1.21,5.2,Karolina Kowalkiewicz vs Jodie Esquibel,Karolina Kowalkiewicz,Jodie Esquibel
2,2.35,1.69,Jan Blachowicz vs Devin Clark,Jan Blachowicz,Devin Clark
2,2.75,1.53,Jonathan Wilson vs Oskar Piechota,Jonathan Wilson,Oskar Piechota
2,2.0,1.95,Damian Stasiak vs Brian Kelleher,Damian Stasiak,Brian Kelleher
2,4.33,1.29,Nasrat Haqparast vs Marcin Held,Nasrat Haqparast,Marcin Held
2,2.62,1.61,Artem Lobov vs Andre Fili,Artem Lobov,Andre Fili
2,2.5,1.67,Sam Alvey vs Ramazan Emeev,Sam Alvey,Ramazan Emeev
2,1.34,3.8,Warlley Alves vs Salim Touahri,Warlley Alves,Salim Touahri
2,1.45,3.3,Aspen Ladd vs Lina Lansberg,Aspen Ladd,Lina Lansberg
2,1.39,3.5,Josh Emmett vs Felipe Arantes,Josh Emmett,Felipe Arantes
2,1.4,3.4,Tony Ferguson vs Kevin Lee,Tony Ferguson,Kevin Lee
2,1.11,10.0,Demetrious Johnson vs Ray Borg,Demetrious Johnson,Ray Borg
2,1.41,3.25,Fabricio Werdum vs Walt Harris,Fabricio Werdum,Walt Harris
2,2.95,1.5,Mara Romero Borella vs Kalindra Faria,Mara Romero Borella,Kalindra Faria
2,2.95,1.47,Evan Dunham vs Beneil Dariush,Evan Dunham,Beneil Dariush
2,2.45,1.65,Cody Stamann vs Tom Duquesnoy,Cody Stamann,Tom Duquesnoy
2,2.45,1.67,Pearl Gonzalez vs Poliana Botelho,Pearl Gonzalez,Poliana Botelho
2,2.75,1.59,Bobby Green vs Lando Vannata,Bobby Green,Lando Vannata
2,1.94,2.0,Matt Schnell vs Marco Beltran,Matt Schnell,Marco Beltran
2,1.2,5.8,Magomed Bibulatov vs John Moraga,Magomed Bibulatov,John Moraga
2,1.59,2.6,Brad Tavares vs Thales Leites,Brad Tavares,Thales Leites
2,1.23,4.9,Ovince St Preux vs Yushin Okami,Ovince St Preux,Yushin Okami
2,1.38,3.48,Claudia Gadelha vs Jessica Andrade,Claudia Gadelha,Jessica Andrade
2,0.0,0.0,Takanori Gomi vs Dong Hyun Ma,Takanori Gomi,Dong Hyun Ma
2,1.56,2.7,Gokhan Saki vs Luis Henrique da Silva,Gokhan Saki,Luis Henrique da Silva
2,2.5,1.67,Rolando Dy vs Teruto Ishihara,Rolando Dy,Teruto Ishihara
2,1.26,4.55,Jussier Formiga vs Yuta Sasaki,Jussier Formiga,Yuta Sasaki
2,2.15,1.8,Keita Nakamura vs Alex Morono,Keita Nakamura,Alex Morono
2,1.83,2.2,Syuri Kondo vs Chan-Mi Jeon,Syuri Kondo,Chan-Mi Jeon
2,3.2,1.42,Shinsho Anzai vs Luke Jumeau,Shinsho Anzai,Luke Jumeau
2,1.91,2.05,Hyun Gyu Lim vs Daichi Abe,Hyun Gyu Lim,Daichi Abe
2,1.2,5.5,Luke Rockhold vs David Branch,Luke Rockhold,David Branch
2,5.15,1.22,Alex Reyes vs Mike Perry,Alex Reyes,Mike Perry
2,2.4,1.8,Hector Lombard vs Anthony Smith,Hector Lombard,Anthony Smith
2,1.27,4.75,Gregor Gillespie vs Jason Gonzalez,Gregor Gillespie,Jason Gonzalez
2,1.14,7.0,Kamaru Usman vs Sergio Moraes,Kamaru Usman,Sergio Moraes
2,1.29,4.75,Justin Ledet vs Azunna Anyanwu,Justin Ledet,Azunna Anyanwu
2,1.95,2.0,Olivier Aubin-Mercier vs Tony Martin,Olivier Aubin-Mercier,Tony Martin
2,2.85,1.52,Daniel Spitz vs Anthony Hamilton,Daniel Spitz,Anthony Hamilton
2,1.5,2.9,Krzysztof Jotko vs Urijah Hall,Krzysztof Jotko,Urijah Hall
2,1.71,2.3,Gilbert Burns vs Jason Saggo,Gilbert Burns,Jason Saggo
2,2.15,1.83,Amanda Nunes vs Valentina Shevchenko,Amanda Nunes,Valentina Shevchenko
2,1.62,2.75,Rafael dos Anjos vs Neil Magny,Rafael dos Anjos,Neil Magny
2,1.29,4.48,Henry Cejudo vs Wilson Reis,Henry Cejudo,Wilson Reis
2,2.25,1.74,Ilir Latifi vs Tyson Pedro,Ilir Latifi,Tyson Pedro
2,1.91,2.05,Gilbert Melendez vs Jeremy Stephens,Gilbert Melendez,Jeremy Stephens
2,1.49,2.9,Sara McMann vs Ketlen Vieira,Sara McMann,Ketlen Vieira
2,1.38,3.4,Ashlee Evans-Smith vs Sarah Moras,Ashlee Evans-Smith,Sarah Moras
2,1.4,3.65,Gavin Tucker vs Rick Glenn,Gavin Tucker,Rick Glenn
2,2.89,1.5,Mitch Clarke vs Alex White,Mitch Clarke,Alex White
2,2.85,1.5,Luis Henrique vs Arjan Bhullar,Luis Henrique,Arjan Bhullar
2,5.5,1.19,Kajan Johnson vs Adriano Martins,Kajan Johnson,Adriano Martins
2,2.1,1.85,Stefan Struve vs Alexander Volkov,Stefan Struve,Alexander Volkov
2,1.71,2.3,Siyar Bahadurzada vs Rob Wilkinson,Siyar Bahadurzada,Rob Wilkinson
2,3.5,1.36,Talita Bernardo vs Marion Reneau,Talita Bernardo,Marion Reneau
2,1.43,3.35,Leon Edwards vs Bryan Barberena,Leon Edwards,Bryan Barberena
2,1.5,2.85,Darren Till vs Bojan Velickovic,Darren Till,Bojan Velickovic
2,3.35,1.4,Felipe Silva vs Mairbek Taisumov,Felipe Silva,Mairbek Taisumov
2,3.9,1.31,Mads Burnell vs Michel Prazeres,Mads Burnell,Michel Prazeres
2,1.41,3.37,Rustam Khabilov vs Desmond Green,Rustam Khabilov,Desmond Green
2,2.25,1.8,Francimar Barroso vs Aleksandar Rakic,Francimar Barroso,Aleksandar Rakic
2,1.25,4.55,Zabit Magomedsharipov vs Mike Santiago,Zabit Magomedsharipov,Mike Santiago
2,1.18,6.1,Abdul-Kerim Edilov vs Bojan Mihajlovic,Abdul-Kerim Edilov,Bojan Mihajlovic
2,1.61,2.65,Andrew Holbrook vs Thibault Gouti,Andrew Holbrook,Thibault Gouti
2,2.48,1.73,Chris Weidman vs Kelvin Gastelum,Chris Weidman,Kelvin Gastelum
2,2.88,1.5,Darren Elkins vs Dennis Bermudez,Darren Elkins,Dennis Bermudez
2,1.66,2.45,Gian Villante vs Patrick Cummins,Gian Villante,Patrick Cummins
2,1.53,2.75,Jimmie Rivera vs Thomas Almeida,Jimmie Rivera,Thomas Almeida
2,1.65,2.6,Lyman Good vs Elizeu Zaleski dos Santos,Lyman Good,Elizeu Zaleski dos Santos
2,2.05,1.87,Rafael Natal vs Eryk Anders,Rafael Natal,Eryk Anders
2,1.57,2.65,Ryan LaFlare vs Alex Oliveira,Ryan LaFlare,Alex Oliveira
2,1.42,3.2,Chase Sherman vs Damian Grabowski,Chase Sherman,Damian Grabowski
2,1.43,3.2,Jeremy Kennedy vs Kyle Bochniak,Jeremy Kennedy,Kyle Bochniak
2,1.49,2.95,Brian Kelleher vs Marlon Vera,Brian Kelleher,Marlon Vera
2,1.44,3.15,Timothy Johnson vs Junior Albini,Timothy Johnson,Junior Albini
2,1.3,4.55,Shane Burgos vs Godofredo Pepey,Shane Burgos,Godofredo Pepey
2,1.36,3.9,Chris Wade vs Frankie Perez,Chris Wade,Frankie Perez
2,1.59,2.6,Gunnar Nelson vs Santiago Ponzinibbio,Gunnar Nelson,Santiago Ponzinibbio
2,2.65,1.57,Joanne Calderwood vs Cynthia Calvillo,Joanne Calderwood,Cynthia Calvillo
2,1.62,2.6,Stevie Ray vs Paul Felder,Stevie Ray,Paul Felder
2,1.21,5.9,Jack Marshman vs Ryan Janes,Jack Marshman,Ryan Janes
2,2.52,1.65,Paul Craig vs Khalil Rountree,Paul Craig,Khalil Rountree
2,2.65,1.57,James Mulheron vs Justin Willis,James Mulheron,Justin Willis
2,1.61,2.6,Danny Roberts vs Bobby Nash,Danny Roberts,Bobby Nash
2,4.0,1.3,Neil Seery vs Alexandre Pantoja,Neil Seery,Alexandre Pantoja
2,2.75,1.54,Charlie Ward vs Galore Bofando,Charlie Ward,Galore Bofando
2,0.0,0.0,Daniel Teymur vs Danny Henry,Daniel Teymur,Danny Henry
2,1.29,4.1,Brett Johns vs Albert Morales,Brett Johns,Albert Morales
2,1.53,2.85,Leslie Smith vs Amanda Oliveira de Lemos,Leslie Smith,Amanda Oliveira de Lemos
2,2.1,1.91,Yoel Romero vs Robert Whittaker,Yoel Romero,Robert Whittaker
2,2.3,1.74,Fabricio Werdum vs Alistair Overeem,Fabricio Werdum,Alistair Overeem
2,0.0,0.0,Travis Browne vs Aleksei Oleinik,Travis Browne,Aleksei Oleinik
2,1.14,7.0,Curtis Blaydes vs Daniel Omielanczuk,Curtis Blaydes,Daniel Omielanczuk
2,1.48,2.93,Anthony Pettis vs Jim Miller,Anthony Pettis,Jim Miller
2,1.36,3.55,Rob Font vs Douglas Silva de Andrade,Rob Font,Douglas Silva de Andrade
2,6.5,1.17,Brian Camozzi vs Chad Laprise,Brian Camozzi,Chad Laprise
2,2.48,1.67,Gerald Meerschaert vs Thiago Santos,Gerald Meerschaert,Thiago Santos
2,2.2,1.78,Jordan Mein vs Belal Muhammad,Jordan Mein,Belal Muhammad
2,3.25,1.43,Terrion Ware vs Cody Stamann,Terrion Ware,Cody Stamann
2,1.42,3.5,Trevin Giles vs James Bochnovic,Trevin Giles,James Bochnovic
2,1.71,2.35,Michael Johnson vs Justin Gaethje,Michael Johnson,Justin Gaethje
2,1.67,2.6,Jesse Taylor vs Dhiego Lima,Jesse Taylor,Dhiego Lima
2,1.45,3.2,Marc Diakiese vs Drakkar Klose,Marc Diakiese,Drakkar Klose
2,1.4,3.55,Jared Cannonier vs Nick Roehrick,Jared Cannonier,Nick Roehrick
2,1.94,2.05,Elias Theodorou vs Brad Tavares,Elias Theodorou,Brad Tavares
2,2.85,1.5,Marcel Fortuna vs Jordan Johnson,Marcel Fortuna,Jordan Johnson
2,1.3,4.1,Angela Hill vs Ashley Yoder,Angela Hill,Ashley Yoder
2,1.25,4.8,James Krause vs Tom Gallicchio,James Krause,Tom Gallicchio
2,2.6,1.61,Ed Herman vs C.B. Dollaway,Ed Herman,C.B. Dollaway
2,1.25,4.65,Tecia Torres vs Juliana Lima,Tecia Torres,Juliana Lima
2,4.0,1.33,Gray Maynard vs Teruto Ishihara,Gray Maynard,Teruto Ishihara
2,2.2,1.8,Michael Chiesa vs Kevin Lee,Michael Chiesa,Kevin Lee
2,1.71,2.37,Johny Hendricks vs Tim Boetsch,Johny Hendricks,Tim Boetsch
2,2.3,1.74,Felice Herrig vs Justine Kish,Felice Herrig,Justine Kish
2,1.33,4.0,Dominick Reyes vs Joachim Christensen,Dominick Reyes,Joachim Christensen
2,1.37,3.75,Tim Means vs Alex Garcia,Tim Means,Alex Garcia
2,2.4,1.71,B.J. Penn vs Dennis Siver,B.J. Penn,Dennis Siver
2,4.15,1.3,Clay Guida vs Erik Koch,Clay Guida,Erik Koch
2,4.28,1.3,Vitor Miranda vs Marvin Vettori,Vitor Miranda,Marvin Vettori
2,1.54,3.05,Carla Esparza vs Maryna Moroz,Carla Esparza,Maryna Moroz
2,1.28,4.5,Darrell Horcher vs Devin Powell,Darrell Horcher,Devin Powell
2,1.71,2.35,Jared Gordon vs Michel Quinones,Jared Gordon,Michel Quinones
2,1.83,2.25,Tony Martin vs Johnny Case,Tony Martin,Johnny Case
2,1.62,2.6,Josh Stansbury vs Jeremy Kimball,Josh Stansbury,Jeremy Kimball
2,1.19,5.5,Holly Holm vs Bethe Correia,Holly Holm,Bethe Correia
2,3.09,1.45,Andrei Arlovski vs Marcin Tybura,Andrei Arlovski,Marcin Tybura
2,3.6,1.34,Dong Hyun Kim vs Colby Covington,Dong Hyun Kim,Colby Covington
2,3.12,1.46,Tarec Saffiedine vs Rafael dos Anjos,Tarec Saffiedine,Rafael dos Anjos
2,3.8,1.34,Takanori Gomi vs Jon Tuck,Takanori Gomi,Jon Tuck
2,3.7,1.33,Cyril Asker vs Walt Harris,Cyril Asker,Walt Harris
2,1.34,3.65,Alex Caceres vs Rolando Dy,Alex Caceres,Rolando Dy
2,5.35,1.21,Yuta Sasaki vs Justin Scoggins,Yuta Sasaki,Justin Scoggins
2,1.24,4.75,Li Jingliang vs Frank Camacho,Li Jingliang,Frank Camacho
2,2.06,1.87,Russell Doane vs Kwan Ho Kwak,Russell Doane,Kwan Ho Kwak
2,3.45,1.38,Carls John de Tomas vs Naoki Inoue,Carls John de Tomas,Naoki Inoue
2,1.81,2.15,Lucie Pudilova vs Ji Yeon Kim,Lucie Pudilova,Ji Yeon Kim
2,2.25,1.74,Mark Hunt vs Derrick Lewis,Mark Hunt,Derrick Lewis
2,1.39,3.5,Derek Brunson vs Daniel Kelly,Derek Brunson,Daniel Kelly
2,1.36,3.9,Ion Cutelaba vs Luis Henrique da Silva,Ion Cutelaba,Luis Henrique da Silva
2,1.53,2.85,Tim Elliott vs Ben Nguyen,Tim Elliott,Ben Nguyen
2,2.3,1.74,Ross Pearson vs Daniel Hooker,Ross Pearson,Daniel Hooker
2,1.21,5.45,Alex Volkanovski vs Mizuto Hirota,Alex Volkanovski,Mizuto Hirota
2,2.05,1.91,Vinc Pichel vs Damien Brown,Vinc Pichel,Damien Brown
2,1.62,2.5,Dominique Steele vs Luke Jumeau,Dominique Steele,Luke Jumeau
